DATE,NY,T_WA
2017-04-10,48.91666666666666,48.91666666666666
2017-04-11,59.08333333333334,59.08333333333334
2017-04-12,61.83333333333334,61.83333333333334
2017-04-13,57.25,57.25
2017-04-14,50.41666666666666,50.41666666666666
2017-04-15,49.75,49.75
2017-04-16,51.5,51.5
2017-04-17,67.25,67.25
2017-04-18,59.0,59.0
2017-04-19,50.08333333333334,50.08333333333334
2017-04-20,47.66666666666666,47.66666666666666
2017-04-21,54.75,54.75
2017-04-22,51.66666666666666,51.66666666666666
2017-04-23,48.41666666666666,48.41666666666666
2017-04-24,51.25,51.25
2017-04-25,50.75,50.75
2017-04-26,52.33333333333334,52.33333333333334
2017-04-27,58.33333333333334,58.33333333333334
2017-04-28,62.75,62.75
2017-04-29,66.41666666666667,66.41666666666667
2017-04-30,66.58333333333333,66.58333333333333
2017-05-01,54.0,54.0
2017-05-02,58.66666666666666,58.66666666666666
2017-05-03,62.58333333333334,62.58333333333334
2017-05-04,53.08333333333334,53.08333333333334
2017-05-05,49.58333333333334,49.58333333333334
2017-05-06,52.83333333333334,52.83333333333334
2017-05-07,57.75,57.75
2017-05-08,48.83333333333334,48.83333333333334
2017-05-09,46.16666666666666,46.16666666666666
2017-05-10,48.83333333333334,48.83333333333334
2017-05-11,49.83333333333334,49.83333333333334
2017-05-12,52.16666666666666,52.16666666666666
2017-05-13,54.25,54.25
2017-05-14,50.0,50.0
2017-05-15,54.58333333333334,54.58333333333334
2017-05-16,58.5,58.5
2017-05-17,62.83333333333334,62.83333333333334
2017-05-18,69.83333333333333,69.83333333333333
2017-05-19,77.5,77.5
2017-05-20,71.75,71.75
2017-05-21,57.0,57.0
2017-05-22,56.33333333333334,56.33333333333334
2017-05-23,56.91666666666666,56.91666666666666
2017-05-24,61.0,61.0
2017-05-25,62.0,62.0
2017-05-26,57.58333333333334,57.58333333333334
2017-05-27,61.66666666666666,61.66666666666666
2017-05-28,62.16666666666666,62.16666666666666
2017-05-29,63.25,63.25
2017-05-30,57.83333333333334,57.83333333333334
2017-05-31,58.5,58.5
2017-06-01,64.83333333333333,64.83333333333333
2017-06-02,64.41666666666667,64.41666666666667
2017-06-03,59.58333333333334,59.58333333333334
2017-06-04,60.16666666666666,60.16666666666666
2017-06-05,58.25,58.25
2017-06-06,61.66666666666666,61.66666666666666
2017-06-07,53.83333333333334,53.83333333333334
2017-06-08,59.08333333333334,59.08333333333334
2017-06-09,60.25,60.25
2017-06-10,66.33333333333333,66.33333333333333
2017-06-11,70.16666666666667,70.16666666666667
2017-06-12,76.83333333333333,76.83333333333333
2017-06-13,79.41666666666667,79.41666666666667
2017-06-14,78.83333333333333,78.83333333333333
2017-06-15,69.33333333333333,69.33333333333333
2017-06-16,64.58333333333333,64.58333333333333
2017-06-17,65.16666666666667,65.16666666666667
2017-06-18,69.83333333333333,69.83333333333333
2017-06-19,75.41666666666667,75.41666666666667
2017-06-20,73.66666666666667,73.66666666666667
2017-06-21,72.25,72.25
2017-06-22,72.0,72.0
2017-06-23,69.5,69.5
2017-06-24,75.66666666666667,75.66666666666667
2017-06-25,74.66666666666667,74.66666666666667
2017-06-26,70.41666666666667,70.41666666666667
2017-06-27,66.83333333333333,66.83333333333333
2017-06-28,65.08333333333333,65.08333333333333
2017-06-29,66.33333333333333,66.33333333333333
2017-06-30,69.83333333333333,69.83333333333333
2017-07-01,75.33333333333333,75.33333333333333
2017-07-02,74.33333333333333,74.33333333333333
2017-07-03,76.58333333333333,76.58333333333333
2017-07-04,75.0,75.0
2017-07-05,72.83333333333333,72.83333333333333
2017-07-06,71.75,71.75
2017-07-07,71.75,71.75
2017-07-08,73.08333333333333,73.08333333333333
2017-07-09,73.5,73.5
2017-07-10,71.5,71.5
2017-07-11,72.75,72.75
2017-07-12,77.33333333333333,77.33333333333333
2017-07-13,78.36363636363636,78.36363636363636
2017-07-14,75.81818181818181,75.81818181818181
2017-07-15,67.72727272727273,67.72727272727273
2017-07-16,73.18181818181819,73.18181818181819
2017-07-17,74.18181818181819,74.18181818181819
2017-07-18,75.36363636363636,75.36363636363636
2017-07-19,77.08333333333333,77.08333333333333
2017-07-20,79.25,79.25
2017-07-21,79.91666666666667,79.91666666666667
2017-07-22,79.66666666666667,79.66666666666667
2017-07-23,76.83333333333333,76.83333333333333
2017-07-24,72.91666666666667,72.91666666666667
2017-07-25,66.33333333333333,66.33333333333333
2017-07-26,64.41666666666667,64.41666666666667
2017-07-27,67.33333333333333,67.33333333333333
2017-07-28,69.25,69.25
2017-07-29,72.58333333333333,72.58333333333333
2017-07-30,67.91666666666667,67.91666666666667
2017-07-31,69.16666666666667,69.16666666666667
2017-08-01,72.75,72.75
2017-08-02,75.75,75.75
2017-08-03,75.83333333333333,75.83333333333333
2017-08-04,75.5,75.5
2017-08-05,76.25,76.25
2017-08-06,71.5,71.5
2017-08-07,68.0,68.0
2017-08-08,65.58333333333333,65.58333333333333
2017-08-09,69.58333333333333,69.58333333333333
2017-08-10,70.58333333333333,70.58333333333333
2017-08-11,72.08333333333333,72.08333333333333
2017-08-12,71.33333333333333,71.33333333333333
2017-08-13,70.75,70.75
2017-08-14,73.58333333333333,73.58333333333333
2017-08-15,70.91666666666667,70.91666666666667
2017-08-16,71.58333333333333,71.58333333333333
2017-08-17,73.41666666666667,73.41666666666667
2017-08-18,70.5,70.5
2017-08-19,76.0,76.0
2017-08-20,77.08333333333333,77.08333333333333
2017-08-21,73.25,73.25
2017-08-22,74.75,74.75
2017-08-23,78.33333333333333,78.33333333333333
2017-08-24,71.08333333333333,71.08333333333333
2017-08-25,67.75,67.75
2017-08-26,66.75,66.75
2017-08-27,64.58333333333333,64.58333333333333
2017-08-28,64.5,64.5
2017-08-29,64.83333333333333,64.83333333333333
2017-08-30,62.83333333333334,62.83333333333334
2017-08-31,66.41666666666667,66.41666666666667
2017-09-01,67.33333333333333,67.33333333333333
2017-09-02,58.66666666666666,58.66666666666666
2017-09-03,56.83333333333334,56.83333333333334
2017-09-04,61.5,61.5
2017-09-05,68.25,68.25
2017-09-06,71.5,71.5
2017-09-07,64.66666666666667,64.66666666666667
2017-09-08,64.08333333333333,64.08333333333333
2017-09-09,62.08333333333334,62.08333333333334
2017-09-10,59.5,59.5
2017-09-11,61.33333333333334,61.33333333333334
2017-09-12,62.33333333333334,62.33333333333334
2017-09-13,65.58333333333333,65.58333333333333
2017-09-14,68.08333333333333,68.08333333333333
2017-09-15,72.0,72.0
2017-09-16,72.16666666666667,72.16666666666667
2017-09-17,72.75,72.75
2017-09-18,71.83333333333333,71.83333333333333
2017-09-19,70.75,70.75
2017-09-20,70.83333333333333,70.83333333333333
2017-09-21,72.08333333333333,72.08333333333333
2017-09-22,71.91666666666667,71.91666666666667
2017-09-23,70.5,70.5
2017-09-24,72.5,72.5
2017-09-25,75.33333333333333,75.33333333333333
2017-09-26,75.25,75.25
2017-09-27,74.41666666666667,74.41666666666667
2017-09-28,75.91666666666667,75.91666666666667
2017-09-29,65.16666666666667,65.16666666666667
2017-09-30,57.58333333333334,57.58333333333334
2017-10-01,54.91666666666666,54.91666666666666
2017-10-02,55.41666666666666,55.41666666666666
2017-10-03,57.41666666666666,57.41666666666666
2017-10-04,58.58333333333334,58.58333333333334
2017-10-05,63.16666666666666,63.16666666666666
2017-10-06,68.91666666666667,68.91666666666667
2017-10-07,67.33333333333333,67.33333333333333
2017-10-08,69.91666666666667,69.91666666666667
2017-10-09,71.66666666666667,71.66666666666667
2017-10-10,70.75,70.75
2017-10-11,68.91666666666667,68.91666666666667
2017-10-12,62.58333333333334,62.58333333333334
2017-10-13,56.91666666666666,56.91666666666666
2017-10-14,56.83333333333334,56.83333333333334
2017-10-15,64.41666666666667,64.41666666666667
2017-10-16,67.08333333333333,67.08333333333333
2017-10-17,53.33333333333334,53.33333333333334
2017-10-18,47.66666666666666,47.66666666666666
2017-10-19,58.16666666666666,58.16666666666666
2017-10-20,59.33333333333334,59.33333333333334
2017-10-21,60.5,60.5
2017-10-22,60.75,60.75
2017-10-23,60.83333333333334,60.83333333333334
2017-10-24,62.0,62.0
2017-10-25,68.0,68.0
2017-10-26,59.08333333333334,59.08333333333334
2017-10-27,51.75,51.75
2017-10-28,52.08333333333334,52.08333333333334
2017-10-29,56.16666666666666,56.16666666666666
2017-10-30,60.41666666666666,60.41666666666666
2017-10-31,54.0,54.0
2017-11-01,47.66666666666666,47.66666666666666
2017-11-02,45.75,45.75
2017-11-03,60.25,60.25
2017-11-04,57.27272727272727,57.27272727272727
2017-11-05,46.27272727272727,46.27272727272727
2017-11-06,54.5,54.5
2017-11-07,54.75,54.75
2017-11-08,42.41666666666666,42.41666666666666
2017-11-09,41.66666666666666,41.66666666666666
2017-11-10,42.25,42.25
2017-11-11,35.583333333333336,35.583333333333336
2017-11-12,28.5,28.5
2017-11-13,35.833333333333336,35.833333333333336
2017-11-14,39.75,39.75
2017-11-15,39.583333333333336,39.583333333333336
2017-11-16,41.16666666666666,41.16666666666666
2017-11-17,48.5,48.5
2017-11-18,37.16666666666666,37.16666666666666
2017-11-19,38.91666666666666,38.91666666666666
2017-11-20,46.25,46.25
2017-11-21,38.083333333333336,38.083333333333336
2017-11-22,45.91666666666666,45.91666666666666
2017-11-23,42.75,42.75
2017-11-24,33.833333333333336,33.833333333333336
2017-11-25,40.16666666666666,40.16666666666666
2017-11-26,44.91666666666666,44.91666666666666
2017-11-27,41.25,41.25
2017-11-28,38.0,38.0
2017-11-29,38.91666666666666,38.91666666666666
2017-11-30,47.41666666666666,47.41666666666666
2017-12-01,38.91666666666666,38.91666666666666
2017-12-02,42.0,42.0
2017-12-03,37.583333333333336,37.583333333333336
2017-12-04,39.75,39.75
2017-12-05,39.16666666666666,39.16666666666666
2017-12-06,51.33333333333334,51.33333333333334
2017-12-07,44.25,44.25
2017-12-08,38.16666666666666,38.16666666666666
2017-12-09,32.72727272727273,32.72727272727273
2017-12-10,32.25,32.25
2017-12-11,32.25,32.25
2017-12-12,32.5,32.5
2017-12-13,35.083333333333336,35.083333333333336
2017-12-14,23.08333333333333,23.08333333333333
2017-12-15,23.0,23.0
2017-12-16,20.363636363636363,20.363636363636363
2017-12-17,26.90909090909091,26.90909090909091
2017-12-18,27.72727272727273,27.72727272727273
2017-12-19,34.666666666666664,34.666666666666664
2017-12-20,45.41666666666666,45.41666666666666
2017-12-21,38.083333333333336,38.083333333333336
2017-12-22,29.41666666666667,29.41666666666667
2017-12-23,35.09090909090909,35.09090909090909
2017-12-24,40.3,40.3
2017-12-25,35.8,35.8
2017-12-26,31.54545454545455,31.54545454545455
2017-12-27,21.363636363636363,21.363636363636363
2017-12-28,20.0,20.0
2017-12-29,15.0,15.0
2017-12-30,15.75,15.75
2017-12-31,16.2,16.2
2018-01-01,15.0,15.0
2018-01-02,13.4,13.4
2018-01-03,16.666666666666668,16.666666666666668
2018-01-04,17.714285714285715,17.714285714285715
2018-01-05,20.076923076923077,20.076923076923077
2018-01-06,15.571428571428573,15.571428571428573
2018-01-07,11.6,11.6
2018-01-08,12.333333333333336,12.333333333333336
2018-01-09,25.92857142857143,25.92857142857143
2018-01-10,30.857142857142854,30.857142857142854
2018-01-11,26.285714285714285,26.285714285714285
2018-01-12,43.5,43.5
2018-01-13,46.42857142857143,46.42857142857143
2018-01-14,32.2,32.2
2018-01-15,19.25,19.25
2018-01-16,21.75,21.75
2018-01-17,24.76923076923077,24.76923076923077
2018-01-18,22.714285714285715,22.714285714285715
2018-01-19,22.07692307692308,22.07692307692308
2018-01-20,27.285714285714285,27.285714285714285
2018-01-21,38.0,38.0
2018-01-22,37.5,37.5
2018-01-23,37.0,37.0
2018-01-24,43.42857142857143,43.42857142857143
2018-01-25,29.30769230769231,29.30769230769231
2018-01-26,23.33333333333333,23.33333333333333
2018-01-27,25.66666666666667,25.66666666666667
2018-01-28,37.07142857142857,37.07142857142857
2018-01-29,41.0,41.0
2018-01-30,31.25,31.25
2018-01-31,23.66666666666667,23.66666666666667
2018-02-01,20.071428571428573,20.071428571428573
2018-02-02,34.857142857142854,34.857142857142854
2018-02-03,21.69230769230769,21.69230769230769
2018-02-04,19.25,19.25
2018-02-05,33.230769230769226,33.230769230769226
2018-02-06,26.69230769230769,26.69230769230769
2018-02-07,24.538461538461537,24.538461538461537
2018-02-08,28.66666666666667,28.66666666666667
2018-02-09,22.91666666666667,22.91666666666667
2018-02-10,23.33333333333333,23.33333333333333
2018-02-11,36.07142857142857,36.07142857142857
2018-02-12,40.07142857142857,40.07142857142857
2018-02-13,33.785714285714285,33.785714285714285
2018-02-14,25.58333333333333,25.58333333333333
2018-02-15,36.214285714285715,36.214285714285715
2018-02-16,43.92857142857143,43.92857142857143
2018-02-17,39.142857142857146,39.142857142857146
2018-02-18,27.57142857142857,27.57142857142857
2018-02-19,33.857142857142854,33.857142857142854
2018-02-20,35.92857142857143,35.92857142857143
2018-02-21,51.28571428571429,51.28571428571429
2018-02-22,53.92857142857143,53.92857142857143
2018-02-23,36.857142857142854,36.857142857142854
2018-02-24,34.285714285714285,34.285714285714285
2018-02-25,41.0,41.0
2018-02-26,40.07142857142857,40.07142857142857
2018-02-27,41.07142857142857,41.07142857142857
2018-02-28,41.142857142857146,41.142857142857146
2018-03-01,47.14285714285714,47.14285714285714
2018-03-02,44.92307692307693,44.92307692307693
2018-03-03,35.642857142857146,35.642857142857146
2018-03-04,37.230769230769226,37.230769230769226
2018-03-05,35.285714285714285,35.285714285714285
2018-03-06,33.785714285714285,33.785714285714285
2018-03-07,34.857142857142854,34.857142857142854
2018-03-08,33.714285714285715,33.714285714285715
2018-03-09,32.857142857142854,32.857142857142854
2018-03-10,32.57142857142857,32.57142857142857
2018-03-11,33.07142857142857,33.07142857142857
2018-03-12,32.615384615384606,32.615384615384606
2018-03-13,32.57142857142857,32.57142857142857
2018-03-14,32.92307692307692,32.92307692307692
2018-03-15,32.75,32.75
2018-03-16,34.615384615384606,34.615384615384606
2018-03-17,29.23076923076923,29.23076923076923
2018-03-18,29.461538461538463,29.461538461538463
2018-03-19,27.25,27.25
2018-03-20,28.23076923076923,28.23076923076923
2018-03-21,25.785714285714285,25.785714285714285
2018-03-22,29.214285714285715,29.214285714285715
2018-03-23,35.214285714285715,35.214285714285715
2018-03-24,36.0,36.0
2018-03-25,34.42857142857143,34.42857142857143
2018-03-26,33.857142857142854,33.857142857142854
2018-03-27,35.42857142857143,35.42857142857143
2018-03-28,35.642857142857146,35.642857142857146
2018-03-29,42.0,42.0
2018-03-30,45.714285714285715,45.714285714285715
2018-03-31,45.5,45.5
2018-04-01,41.857142857142854,41.857142857142854
2018-04-02,42.57142857142857,42.57142857142857
2018-04-03,34.857142857142854,34.857142857142854
2018-04-04,36.57142857142857,36.57142857142857
2018-04-05,42.57142857142857,42.57142857142857
2018-04-06,31.857142857142854,31.857142857142854
2018-04-07,35.714285714285715,35.714285714285715
