DATE,FL,T_WA
2015-01-01,63.78,63.78000000000001
2015-01-02,67.995,67.995
2015-01-03,73.4725,73.4725
2015-01-04,73.82749999999999,73.82749999999999
2015-01-05,64.6275,64.6275
2015-01-06,62.334642857142846,62.33464285714285
2015-01-07,58.839642857142856,58.839642857142856
2015-01-08,48.8,48.8
2015-01-09,53.8025,53.8025
2015-01-10,55.2375,55.2375
2015-01-11,64.12,64.12
2015-01-12,68.215,68.215
2015-01-13,67.6175,67.6175
2015-01-14,62.41,62.40999999999999
2015-01-15,57.13249999999999,57.13249999999999
2015-01-16,57.1325,57.13249999999999
2015-01-17,56.7175,56.71750000000001
2015-01-18,60.5175,60.5175
2015-01-19,56.18,56.18000000000001
2015-01-20,59.555,59.55500000000001
2015-01-21,64.96607142857144,64.96607142857144
2015-01-22,65.8675,65.8675
2015-01-23,69.74249999999999,69.74249999999999
2015-01-24,62.49500000000001,62.49500000000001
2015-01-25,53.13,53.129999999999995
2015-01-26,58.6725,58.6725
2015-01-27,55.375,55.375
2015-01-28,51.5675,51.567499999999995
2015-01-29,54.5075,54.50749999999999
2015-01-30,59.65,59.65
2015-01-31,55.88,55.879999999999995
2015-02-01,63.0525,63.0525
2015-02-02,65.35,65.35
2015-02-03,53.5375,53.5375
2015-02-04,60.5925,60.59250000000001
2015-02-05,62.1475,62.1475
2015-02-06,55.9975,55.9975
2015-02-07,56.69499999999999,56.69499999999999
2015-02-08,60.8625,60.8625
2015-02-09,62.63500000000001,62.63500000000002
2015-02-10,59.35,59.35
2015-02-11,55.26750000000001,55.26750000000001
2015-02-12,57.26333333333334,57.26333333333334
2015-02-13,51.88,51.879999999999995
2015-02-14,50.64750000000001,50.64750000000001
2015-02-15,58.895,58.895
2015-02-16,62.07000000000001,62.07000000000001
2015-02-17,64.015,64.015
2015-02-18,53.54,53.54
2015-02-19,45.1325,45.1325
2015-02-20,43.6375,43.6375
2015-02-21,58.4525,58.4525
2015-02-22,67.04249999999999,67.04249999999999
2015-02-23,68.98,68.98
2015-02-24,63.82,63.81999999999999
2015-02-25,63.15000000000001,63.150000000000006
2015-02-26,65.15357142857142,65.15357142857142
2015-02-27,57.8575,57.8575
2015-02-28,61.7625,61.7625
2015-03-01,66.45500000000001,66.45500000000001
2015-03-02,70.23750000000001,70.23750000000001
2015-03-03,71.97702380952381,71.97702380952381
2015-03-04,72.91833333333334,72.91833333333334
2015-03-05,73.19,73.19
2015-03-06,63.2325,63.2325
2015-03-07,60.7925,60.7925
2015-03-08,64.4,64.4
2015-03-09,69.3825,69.3825
2015-03-10,73.67,73.67
2015-03-11,75.38,75.38
2015-03-12,75.0725,75.0725
2015-03-13,74.6225,74.6225
2015-03-14,75.64250000000001,75.64250000000001
2015-03-15,73.02,73.02
2015-03-16,72.94333333333333,72.94333333333333
2015-03-17,72.265,72.265
2015-03-18,72.68,72.68
2015-03-19,73.255,73.255
2015-03-20,73.35249999999998,73.35249999999998
2015-03-21,74.1375,74.1375
2015-03-22,74.66499999999998,74.66499999999998
2015-03-23,72.9375,72.9375
2015-03-24,69.965,69.965
2015-03-25,70.87357142857144,70.87357142857144
2015-03-26,72.66,72.66
2015-03-27,70.7775,70.7775
2015-03-28,60.12666666666666,60.126666666666665
2015-03-29,59.3625,59.3625
2015-03-30,62.9975,62.9975
2015-03-31,69.9675,69.9675
2015-04-01,73.0125,73.0125
2015-04-02,72.44,72.44
2015-04-03,72.985,72.985
2015-04-04,73.4225,73.4225
2015-04-05,72.4533333333333,72.4533333333333
2015-04-06,74.45,74.45
2015-04-07,75.31666666666666,75.31666666666666
2015-04-28,76.505,76.505
2015-04-29,74.51,74.51
2015-04-30,72.3025,72.3025
2015-05-01,71.49000000000002,71.49000000000002
2015-05-02,69.62666666666667,69.62666666666667
2015-05-03,72.4975,72.4975
2015-05-04,73.3325,73.3325
2015-05-05,73.95750000000002,73.95750000000002
2015-05-06,75.1775,75.1775
2015-05-07,75.555,75.555
2015-05-08,76.6875,76.6875
2015-05-09,78.79499999999999,78.79499999999999
2015-05-10,79.9175,79.9175
2015-05-11,79.8925,79.8925
2015-05-12,80.18178571428572,80.18178571428572
2015-05-13,80.61,80.61
2015-05-14,79.7625,79.7625
2015-05-15,79.61000000000001,79.61000000000001
2015-05-16,79.23,79.23
2015-05-17,79.70500000000001,79.70500000000001
2015-05-18,79.7825,79.7825
2015-05-19,79.4725,79.4725
2015-05-20,80.96083333333334,80.96083333333334
2015-05-21,81.88499999999998,81.88499999999998
2015-05-22,80.4025,80.4025
2015-05-23,80.3075,80.3075
2015-05-24,81.44500000000002,81.44500000000002
2015-05-25,81.8775,81.8775
2015-05-26,81.55250000000002,81.55250000000002
2015-05-27,79.75333333333333,79.75333333333333
2015-05-28,79.26750000000001,79.26750000000001
2015-05-29,79.2525,79.2525
2015-05-30,79.84,79.84
2015-05-31,79.6675,79.6675
2015-06-01,79.39500000000002,79.39500000000002
2015-06-02,76.9625,76.9625
2015-06-03,77.86500000000002,77.86500000000002
2015-06-04,80.0375,80.0375
2015-06-05,79.88000000000002,79.88000000000002
2015-06-06,79.72,79.72
2015-06-07,79.575,79.575
2015-06-08,81.0375,81.0375
2015-06-09,80.07000000000002,80.07000000000002
2015-06-10,78.6975,78.6975
2015-06-11,79.54250000000002,79.54250000000002
2015-06-12,81.9075,81.9075
2015-06-13,82.6925,82.6925
2015-06-14,83.0175,83.0175
2015-06-15,83.09333333333333,83.09333333333333
2015-06-16,84.11250000000003,84.11250000000003
2015-06-17,86.31166666666668,86.31166666666668
2015-06-18,84.28999999999998,84.28999999999998
2015-06-19,84.145,84.145
2015-06-20,84.47999999999998,84.47999999999998
2015-06-21,84.73166666666668,84.73166666666668
2015-06-22,84.43,84.43
2015-06-23,82.9075,82.9075
2015-06-24,83.36500000000002,83.36500000000002
2015-06-25,82.9125,82.9125
2015-06-26,82.81,82.81
2015-06-27,83.36500000000002,83.36500000000002
2015-06-28,81.62142857142857,81.62142857142857
2015-06-29,81.0275,81.0275
2015-06-30,84.04476190476191,84.04476190476191
2015-07-01,83.685,83.685
2015-07-02,82.535,82.535
2015-07-03,83.885,83.885
2015-07-04,82.6525,82.6525
2015-07-05,81.0775,81.0775
2015-07-06,81.185,81.185
2015-07-07,81.99285714285716,81.99285714285716
2015-07-08,82.12,82.12
2015-07-09,84.4114285714286,84.4114285714286
2015-07-10,84.555,84.555
2015-07-11,84.33249999999998,84.33249999999998
2015-07-12,83.999,83.999
2015-07-13,83.79833333333333,83.79833333333333
2015-07-14,83.8425,83.8425
2015-07-15,83.0975,83.0975
2015-07-16,81.3175,81.3175
2015-07-17,82.2075,82.2075
2015-07-18,83.0425,83.0425
2015-07-19,83.4975,83.4975
2015-07-20,83.45500000000001,83.45500000000001
2015-07-21,83.2425,83.2425
2015-07-22,83.38999999999999,83.38999999999999
2015-07-23,84.5925,84.5925
2015-07-24,81.975,81.975
2015-07-25,80.5575,80.5575
2015-07-26,81.005,81.005
2015-07-27,82.405,82.405
2015-07-28,83.9875,83.9875
2015-07-29,83.35499999999998,83.35499999999998
2015-07-30,82.63250000000002,82.63250000000002
2015-07-31,81.6425,81.6425
2015-08-01,80.13250000000002,80.13250000000002
2015-08-02,80.9175,80.9175
2015-08-03,81.1575,81.1575
2015-08-04,83.1675,83.1675
2015-08-05,82.9625,82.9625
2015-08-06,83.4975,83.4975
2015-08-07,83.1717857142857,83.1717857142857
2015-08-08,82.0875,82.0875
2015-08-09,82.35999999999999,82.35999999999999
2015-08-10,83.5,83.5
2015-08-11,82.8,82.8
2015-08-12,84.25,84.25
2015-08-13,82.52333333333334,82.52333333333334
2015-08-14,81.40035714285716,81.40035714285716
2015-08-15,81.13785714285714,81.13785714285714
2015-08-16,81.3125,81.3125
2015-08-17,82.16083333333333,82.16083333333333
2015-08-18,82.5775,82.5775
2015-08-19,83.5375,83.5375
2015-08-20,82.91535714285716,82.91535714285716
2015-08-21,83.3916666666667,83.3916666666667
2015-08-22,84.51499999999999,84.51499999999999
2015-08-23,84.90380952380953,84.90380952380953
2015-08-24,83.91749999999998,83.91749999999998
2015-08-25,84.60499999999998,84.60499999999998
2015-08-26,81.53,81.53
2015-08-27,79.30000000000003,79.30000000000003
2015-08-28,79.91416666666667,79.91416666666667
2015-08-29,80.36250000000003,80.36250000000003
2015-08-30,80.18583333333333,80.18583333333333
2015-08-31,81.27000000000002,81.27000000000002
2015-09-01,81.75750000000002,81.75750000000002
2015-09-02,82.6775,82.6775
2015-09-03,82.98285714285714,82.98285714285714
2015-09-04,81.92,81.92
2015-09-05,80.1175,80.1175
2015-09-06,79.60749999999999,79.60749999999999
2015-09-07,78.6082142857143,78.6082142857143
2015-09-08,81.0775,81.0775
2015-09-09,82.50500000000002,82.50500000000002
2015-09-10,82.945,82.945
2015-09-11,83.51750000000001,83.51750000000001
2015-09-12,78.78999999999998,78.78999999999998
2015-09-13,77.6375,77.6375
2015-09-14,76.09583333333333,76.09583333333333
2015-09-15,79.14,79.14
2015-09-16,77.2475,77.2475
2015-09-17,76.6575,76.6575
2015-09-18,77.78500000000003,77.78500000000003
2015-09-19,79.955,79.955
2015-09-20,80.44749999999998,80.44749999999998
2015-09-21,79.56,79.56
2015-09-22,78.535,78.535
2015-09-23,78.11,78.11
2015-09-24,77.655,77.655
2015-09-25,77.19,77.19
2015-09-26,78.2175,78.2175
2015-09-27,78.5525,78.5525
2015-09-28,79.6075,79.6075
2015-09-29,79.5275,79.5275
2015-09-30,81.01166666666666,81.01166666666666
2015-10-01,80.35999999999999,80.35999999999999
2015-10-02,77.57976190476191,77.57976190476191
2015-10-03,74.31333333333333,74.31333333333333
2015-10-04,70.94,70.94
2015-10-05,73.045,73.045
2015-10-06,73.3175,73.3175
2015-10-07,74.42500000000003,74.42500000000003
2015-10-08,75.48,75.48
2015-10-09,77.9975,77.9975
2015-10-10,77.88499999999998,77.88499999999998
2015-10-11,74.25,74.25
2015-10-12,71.545,71.545
2015-10-13,74.06416666666667,74.06416666666667
2015-10-14,76.61000000000001,76.61000000000001
2015-10-15,72.77380952380952,72.77380952380952
2015-10-16,72.76,72.76
2015-10-17,72.20166666666667,72.20166666666667
2015-10-18,70.23499999999999,70.23499999999999
2015-10-19,69.69,69.69
2015-10-20,71.88,71.88
2015-10-21,74.2425,74.2425
2015-10-22,75.66,75.66
2015-10-23,75.7425,75.7425
2015-10-24,75.5275,75.5275
2015-10-25,77.33166666666669,77.33166666666669
2015-10-26,76.84,76.84
2015-10-27,75.735,75.735
2015-10-28,77.475,77.475
2015-10-29,74.7475,74.7475
2015-10-30,73.9825,73.9825
2015-10-31,74.6575,74.6575
2015-11-01,79.2525,79.2525
2015-11-02,79.9475,79.9475
2015-11-03,79.25,79.25
2015-11-04,79.45500000000001,79.45500000000001
2015-11-05,79.57,79.57
2015-11-06,78.5925,78.5925
2015-11-07,77.13166666666666,77.13166666666666
2015-11-08,76.15166666666667,76.15166666666667
2015-11-09,76.665,76.665
2015-11-10,73.155,73.155
2015-11-11,71.08500000000002,71.08500000000002
2015-11-12,73.44571428571429,73.44571428571429
2015-11-13,72.16300000000003,72.16300000000003
2015-11-14,66.18,66.18
2015-11-15,68.4525,68.4525
2015-11-16,70.33833333333334,70.33833333333334
2015-11-17,75.08333333333333,75.08333333333333
2015-11-18,77.1575,77.1575
2015-11-19,76.035,76.035
2015-11-20,72.87,72.87
2015-11-21,72.07000000000002,72.07000000000002
2015-11-22,68.97749999999999,68.97749999999999
2015-11-23,57.91,57.90999999999999
2015-11-24,60.38000000000001,60.38000000000001
2015-11-25,67.4775,67.4775
2015-11-26,70.6275,70.6275
2015-11-27,71.02000000000002,71.02000000000002
2015-11-28,70.105,70.105
2015-11-29,67.72,67.72
2015-11-30,69.77250000000001,69.77250000000001
2015-12-01,71.24583333333334,71.24583333333334
2015-12-02,72.915,72.915
2015-12-03,66.30214285714285,66.30214285714285
2015-12-04,65.0625,65.0625
2015-12-05,66.995,66.995
2015-12-06,68.67500000000001,68.67500000000001
2015-12-07,64.79750000000001,64.79750000000001
2015-12-08,60.74583333333334,60.74583333333334
2015-12-09,62.89966666666668,62.89966666666668
2015-12-10,65.4815,65.4815
2015-12-11,66.17928571428573,66.17928571428573
2015-12-12,68.19749999999999,68.19749999999999
2015-12-13,72.17750000000002,72.17750000000002
2015-12-14,74.345,74.345
2015-12-15,71.86000000000001,71.86000000000001
2015-12-16,73.4347619047619,73.4347619047619
2015-12-17,75.64750000000002,75.64750000000002
2015-12-18,68.22285714285715,68.22285714285715
2015-12-19,56.695,56.69499999999999
2015-12-20,60.27500000000001,60.275000000000006
2015-12-21,69.25,69.25
2015-12-22,73.26250000000002,73.26250000000002
2015-12-23,75.115,75.115
2015-12-24,76.26249999999997,76.26249999999997
2015-12-25,75.5975,75.5975
2015-12-26,75.12,75.12
2015-12-27,75.635,75.635
2015-12-28,76.1325,76.1325
2015-12-29,76.37,76.37
2015-12-30,76.255,76.255
2015-12-31,76.06666666666666,76.06666666666666
2016-01-01,71.841875,71.841875
2016-01-02,64.9878125,64.9878125
2016-01-03,60.074375,60.07437500000001
2016-01-04,57.42218750000001,57.42218750000001
2016-01-05,56.913125,56.913125
2016-01-06,59.3684375,59.36843749999999
2016-01-07,60.732098214285706,60.732098214285706
2016-01-08,66.4925,66.4925
2016-01-09,66.69593750000001,66.69593750000001
2016-01-10,65.778125,65.778125
2016-01-11,52.728125,52.728125
2016-01-12,52.615625,52.615625
2016-01-13,54.42125,54.42125
2016-01-14,57.2421875,57.2421875
2016-01-15,66.6275,66.6275
2016-01-16,63.831875,63.83187499999999
2016-01-17,62.909375,62.909375
2016-01-18,52.4946875,52.4946875
2016-01-19,49.4515625,49.4515625
2016-01-20,51.996875,51.996875
