DATE,DE,NJ,OH,VA,WV,T_WA
2018-01-28,45.5,42.0,42.692307692307686,47.09090909090909,47.33333333333334,44.024059962633075
2018-01-29,52.0,47.0,38.07692307692308,52.72727272727273,43.5,45.21724698175366
2018-01-30,42.0,39.5,29.76923076923077,42.36363636363637,36.833333333333336,36.62462693202393
2018-01-31,31.0,29.25,21.0,31.181818181818183,22.0,26.387521273535942
2018-02-01,26.0,23.5,33.615384615384606,30.90909090909091,30.83333333333333,29.68262262738474
2018-02-02,42.5,38.0,28.76923076923077,45.72727272727273,38.833333333333336,36.868383131397856
2018-02-03,34.0,27.5,15.384615384615385,34.90909090909091,20.0,24.81779582726483
2018-02-04,23.5,21.5,24.461538461538463,26.63636363636364,23.5,24.135202475341302
2018-02-05,37.0,34.75,27.30769230769231,37.81818181818182,34.166666666666664,32.87818596200947
2018-02-06,30.5,29.75,14.916666666666664,34.72727272727273,24.83333333333333,25.38934997855485
2018-02-07,32.0,29.25,21.076923076923077,38.81818181818182,30.16666666666667,28.950500511398893
2018-02-08,38.0,34.75,21.384615384615387,44.72727272727273,30.83333333333333,32.39931810675271
2018-02-09,30.0,28.0,16.846153846153847,35.0,27.16666666666667,25.798251360089242
2018-02-10,30.5,27.5,29.66666666666667,38.63636363636363,35.5,31.818410689217117
2018-02-11,45.0,40.75,31.30769230769231,45.90909090909091,45.5,39.065632769375156
2018-02-12,59.5,50.25,31.923076923076927,62.90909090909091,48.66666666666666,47.11240852225595
2018-02-13,49.5,44.5,24.923076923076927,52.36363636363637,37.16666666666666,39.166599358922426
2018-02-14,33.0,31.25,26.384615384615387,38.09090909090909,33.166666666666664,31.458886396633282
2018-02-15,43.0,42.5,40.53846153846154,45.09090909090909,48.0,42.79899629030588
2018-02-16,56.0,52.0,55.615384615384606,62.09090909090909,61.66666666666666,56.694010496973156
2018-02-17,52.0,47.25,40.07692307692308,58.0,48.33333333333334,47.704209348050455
2018-02-18,35.5,32.75,30.30769230769231,40.63636363636363,34.0,34.12057215584164
2018-02-19,39.5,37.25,36.46153846153846,44.27272727272727,39.66666666666666,39.04615066475712
2018-02-20,41.0,38.5,50.07692307692307,45.0,52.16666666666666,45.33128928767698
2018-02-21,63.0,57.0,66.84615384615384,63.18181818181818,66.66666666666667,62.99335027368854
2018-02-22,67.5,64.75,50.69230769230769,68.54545454545455,62.83333333333334,60.58710790343124
2018-02-23,52.0,47.25,39.07692307692308,61.18181818181818,52.0,48.39572783822391
