DATE,AR,IL,IN,IA,LA,MI,MN,MS,MO,WI,T_WA
2015-08-05,81.4775,73.22900000000001,72.185,70.3175,86.3375,66.340625,63.71375000000001,83.21000000000002,73.79776785714287,67.53500000000001,72.36047136647875
2015-08-06,83.75,74.23700000000002,70.008125,72.005,87.5825,66.1521875,64.799375,82.28,76.15705357142858,67.3175,72.86672515239877
2015-08-07,88.54249999999998,74.75900000000001,71.031875,75.3125,87.9125,66.90031250000001,68.61875,83.4725,79.44125,68.6075,74.51452705835544
2015-08-08,88.25,74.65100000000002,73.8725,73.56875,88.1675,69.0378125,68.07875,84.42500000000003,80.3075,67.8125,75.08010112284133
2015-08-09,88.29499999999999,74.156,74.3675,74.30000000000003,88.30250000000002,70.86031249999998,69.468125,84.74000000000002,82.40562499999999,69.8,75.92818841211461
2015-08-10,85.64000000000001,76.23949999999998,76.67375,74.3225,89.48750000000003,70.34187500000002,69.67625,83.5025,79.71125,72.8675,76.47323566932792
2015-08-11,83.75,74.6195,74.21000000000002,71.74625,87.7625,69.13625,67.904375,81.935,76.3025,69.6275,74.40951621058232
2015-08-12,79.0925,72.4325,70.71125,72.30875,85.445,66.7878125,71.06,82.33250000000002,74.935625,68.63,72.87973266367817
2015-08-13,77.495,74.021,72.14,73.19749999999998,86.3225,71.6928125,75.44749999999998,79.55000000000003,75.63875,74.84,75.14548900012505
2015-08-14,78.125,78.22850000000003,74.9075,77.945,85.35928571428572,74.80625,77.826875,79.9625,76.98875000000002,79.04,77.8241318059188
2015-08-15,78.66499999999998,78.0575,74.40125,76.80875,83.78,73.979375,77.489375,78.1325,77.8775,76.6925,77.18760521391953
2015-08-16,80.7575,79.77199999999998,76.476875,76.29125,81.965,77.50062500000001,73.41125,76.8425,78.52437499999998,79.4225,78.1768941482162
2015-08-17,82.75999999999998,77.26100000000001,74.31687500000002,71.54375000000002,81.4325,76.3475,64.799375,77.315,78.52437499999998,74.76500000000001,75.81513318050312
2015-08-18,84.71000000000002,73.70150000000002,74.72749999999998,67.17875000000001,82.70750000000002,72.7503125,61.59875,81.34,76.083125,71.54,73.84012562332505
2015-08-19,72.16571428571429,69.32300000000001,74.609375,61.25,80.225,75.1353125,58.173125,77.8775,66.17750000000001,67.715,70.3320002281647
2015-08-20,71.18,66.56899999999999,67.055,64.13,77.72,65.1734375,58.994375,77.71000000000002,67.949375,63.03500000000001,66.99223676674985
2015-08-21,74.9975,70.48400000000002,67.95500000000001,69.6875,79.91,66.329375,65.22125,77.375,70.750625,66.8675,69.95459104553427
2015-08-22,76.73,71.89699999999998,69.94062500000001,71.07124999999998,81.58250000000002,69.6340625,69.479375,78.89,73.00062499999999,70.7375,72.36477600689327
2015-08-23,74.58285714285714,70.87571428571428,73.00785714285716,64.41499999999999,85.69999999999997,68.26705357142856,58.811428571428564,81.16,71.41571428571429,67.41142857142857,70.77262319619004
2015-08-24,75.4925,64.17500000000001,66.11,60.6425,85.4825,61.6915625,54.5675,79.775,67.465625,59.88500000000001,65.7830567936229
2015-08-25,73.3775,65.003,63.39875000000001,62.071250000000006,80.3375,57.86375,59.234375,73.2875,67.9325,59.54,64.73165536978817
2015-08-26,74.32249999999998,64.445,64.473125,63.545,77.94500000000002,59.99,58.325,70.91,69.58625,61.7075,65.19788952109553
2015-08-27,71.6,64.2425,64.855625,64.77125000000001,78.215,59.9871875,60.92375,71.2175,68.75375,62.06,65.35257755219668
2015-08-28,74.2325,67.10900000000001,67.56125,65.255,78.14000000000001,63.13437500000001,66.155,75.8075,71.15562500000001,63.365,67.99443172715546
2015-08-29,80.00857142857143,69.782,71.571875,66.85249999999999,80.555,65.54468750000001,65.71625,79.31,74.0975,62.9675,70.33588000169772
2015-08-30,80.015,70.814,74.5925,66.83,80.24000000000002,68.8240625,68.286875,79.04,76.40937500000003,65.5025,72.10086333159487
2015-08-31,79.745,74.55199999999998,74.361875,73.53125,80.7425,70.13468750000001,71.875625,79.715,79.56500000000003,69.23750000000001,74.48504514900839
2015-09-01,80.735,80.27600000000002,76.64,76.74125000000002,79.86500000000002,73.675625,73.59687500000003,79.4225,79.76750000000001,77.88285714285716,77.6548343248141
2015-09-02,80.735,80.0105,78.26883928571428,76.94375,79.88,76.31375,71.555,78.56750000000002,79.295,78.6275,78.01727654706455
2015-09-03,81.44857142857144,80.59057142857144,78.75982142857143,78.23750000000003,80.61500000000002,71.219375,70.9844642857143,80.50571428571429,80.87482142857144,74.17785714285716,77.28967509438878
