DATE,KS,NE,ND,OK,SD,T_WA
2017-07-07,81.145625,76.67214285714286,73.055,85.0775,72.75425000000001,80.50606679483752
2017-07-08,76.859375,76.29285714285714,76.1825,80.35249999999998,74.6825,77.84342413177299
2017-07-09,81.24125000000002,81.22678571428571,78.75500000000002,80.195,78.3425,80.41580736970137
2017-07-10,84.84125,82.33892857142858,76.88,82.50125,75.6725,82.13558682047713
2017-07-11,86.894375,81.743,78.995,85.23500000000001,79.93464285714286,84.14759232034127
2017-07-12,87.06875,78.29857142857142,68.0,86.05625,75.67025,82.70695817915164
2017-07-13,80.27375,75.07464285714286,66.58250000000001,86.42750000000002,68.18,79.61934952390175
2017-07-14,78.42875000000002,77.33107142857142,75.17,82.59125,71.5325,78.98019063819977
2017-07-15,80.200625,79.9775,74.11999999999998,81.42125,80.80025,80.22885212276061
2017-07-16,81.865625,81.43892857142858,76.86500000000002,82.53500000000003,74.51,81.05284371820407
2017-07-17,82.428125,81.7057142857143,80.2625,83.5025,84.419375,82.71182540342149
2017-07-18,84.11000000000001,80.10178571428571,71.42,83.0075,72.854375,81.07270389400182
2017-07-19,86.55125000000002,84.36163265306124,74.57000000000002,87.1925,74.255,84.47433971538615
2017-07-20,88.671875,84.095,78.8825,88.7,77.59625,86.1841239804968
2017-07-21,90.06125,85.94214285714287,79.55000000000003,89.07124999999998,78.92375000000001,87.21488405277027
2017-07-22,88.385,80.57107142857143,74.075,90.15125,76.57008928571429,85.56398456334814
2017-07-23,81.33125000000003,77.69428571428571,72.57071428571426,85.88107142857143,71.24107142857143,80.88783631317392
2017-07-24,81.966875,78.89,77.30499999999998,82.54625,70.58508928571429,80.31341466474399
2017-07-25,85.84839285714288,84.68030612244897,77.47999999999998,88.58857142857143,78.31035714285714,85.4214100090052
2017-07-26,82.281875,76.98392857142858,73.7,87.755,75.014375,82.13255805978741
2017-07-27,79.6882142857143,74.68142857142857,72.82249999999998,85.7642857142857,73.36892857142857,80.02646125938422
2017-07-28,76.69624999999998,72.48285714285714,75.6725,83.85875,69.69071428571428,77.9605490456158
2017-07-29,75.0505357142857,73.35178571428571,77.92250000000001,81.87125,73.075625,77.36072889463124
2017-07-30,74.02437499999998,73.80178571428571,77.63000000000002,80.15,72.80133928571429,76.46175641400396
2017-07-31,70.92500000000003,74.30321428571429,78.66499999999998,77.55125,73.92875000000002,74.87761140549978
2017-08-01,73.25375,72.98750000000003,73.73000000000002,72.73625000000001,74.575625,73.15515779234514
2017-08-02,76.296875,71.59035714285716,63.6725,76.51625,67.450625,73.83952937940981
2017-08-03,73.551875,66.57178571428571,62.405,79.625,62.64875,72.82361769756704
2017-08-04,69.1025,64.51785714285714,64.7675,75.44749999999998,62.375,69.77067073579708
2017-08-05,71.93187499999998,67.01321428571428,63.43250000000001,81.59,63.580625,73.35150728318915
2017-08-06,70.7225,67.55642857142857,65.045,77.27,63.565625,71.59566346255875
