DATE,NC,SC,T_WA
2017-08-18,82.48100000000001,85.11500000000002,83.34829474128912
2017-08-19,79.808,83.44999999999997,81.00719796802389
2017-08-20,79.16342857142857,82.50571428571428,80.2639398940883
2017-08-21,80.3435,82.0175,80.89469643011311
2017-08-22,80.9195,81.89750000000002,81.24152515451054
2017-08-23,79.68199999999999,83.0975,80.8066185227308
2017-08-24,75.2765,79.9625,76.81945488142777
2017-08-25,74.48,78.17,75.69500288358269
2017-08-26,74.57900000000002,79.565,76.22073560367028
2017-08-27,73.0715,78.05,74.71076608561421
2017-08-28,69.61099999999999,73.35500000000002,70.84378341358634
2017-08-29,68.09,72.62,69.58158890586168
2017-08-30,70.8125,73.36250000000003,71.65213613906121
2017-08-31,72.7475,75.4775,73.64640457240671
2017-09-01,72.10400000000001,77.735,73.95811415649165
2017-09-02,68.79650000000001,75.215,70.90991355237819
2017-09-03,70.43450000000001,74.77250000000002,71.86286924362649
2017-09-04,71.663,74.87,72.71896592077226
2017-09-05,73.3955,78.3275,75.0194550736666
2017-09-06,66.173,71.5625,67.94759567508642
2017-09-07,63.176,68.2325,64.84094907339725
2017-09-08,64.0085,68.3675,65.44378389418345
2017-09-09,64.8095,70.4075,66.65274827704496
2017-09-10,61.2725,66.125,62.87027818227235
2017-09-11,62.17699999999999,64.92500000000001,63.08183141574125
2017-09-12,68.53550000000001,71.0225,69.35439218739027
2017-09-13,69.85400000000001,68.64750000000001,69.4567368620481
2017-09-14,71.4245,75.04249999999998,72.61579551024448
2017-09-15,71.7215,74.36,72.59027645212275
2017-09-16,72.986,75.79249999999998,73.91009365657854
2017-09-17,72.779,75.8675,73.79594753548649
2017-09-18,72.22550000000003,75.64250000000001,73.35061242634204
2017-09-19,72.311,75.6425,73.4079599205029
2017-09-20,75.31700000000002,78.125,76.24158756018977
2017-09-21,74.714,78.89250000000001,76.08985082630088
2017-09-22,74.31800000000001,76.75999999999998,75.12207507905391
2017-09-23,74.3675,76.6625,75.12317252515508
2017-09-24,73.8185,75.22999999999998,74.28326329815093
2017-09-25,72.86,76.41500000000002,74.03055155857358
2017-09-26,74.093,78.68,75.60335724308774
2017-09-27,77.11250000000003,79.82750000000001,78.0064655362946
2017-09-28,77.558,80.08250000000002,78.38923977767061
2017-09-29,70.6325,77.06750000000002,72.75134649210152
2017-09-30,66.8255,74.0375,69.20018856270958
2017-10-01,59.0405,64.7,60.90399832510467
2017-10-02,61.367,67.595,63.4176877937542
2017-10-03,62.906000000000006,69.815,65.18092003324466
2017-10-04,63.896,69.5,65.74122389148981
2017-10-05,65.77250000000001,70.86500000000002,67.44930276006636
2017-10-06,69.67464285714286,74.37571428571428,71.22256029390232
2017-10-07,71.80057142857143,76.225,73.25739892789159
2017-10-08,75.21799999999998,78.47,76.28878302910863
2017-10-09,77.90899999999999,78.59,78.13323223949045
2017-10-10,77.5535,78.82249999999998,77.97134245508575
2017-10-11,76.74350000000003,78.89,77.45027606764506
2017-10-12,73.5575,77.915,74.99228999057225
2017-10-13,67.18614285714287,72.7325,69.01238673843037
2017-10-14,67.30699999999999,69.575,68.05378226015326
2017-10-15,69.9575,71.0,70.30076300979266
2017-10-16,63.1985,67.91,64.74985124281838
2017-10-17,53.1815,57.102500000000006,54.47256403970942
2017-10-18,53.5055,56.78,54.58369158327683
2017-10-19,56.858000000000004,59.705,57.79542905408128
2017-10-20,60.1655,62.00750000000001,60.77201363456892
2017-10-21,60.5885,63.29,61.478020403793664
2017-10-22,62.860785714285704,67.23821428571429,64.3021375671212
2017-10-23,67.874,70.7525,68.82180102991674
2017-10-24,61.1735,61.7975,61.378963902264395
2017-10-25,52.3355,54.095,52.914848935952236
2017-10-26,50.5535,52.4975,51.19359908013137
2017-10-27,53.18899999999999,56.64928571428571,54.32836507340843
2017-10-28,60.242,61.175,60.54920804617415
2017-10-29,54.347,54.8,54.49615889058617
2017-10-30,45.5135,46.235,45.7510676369932
2017-10-31,53.1545,56.285,54.18527683660044
2017-11-01,57.758,60.17,58.552197006829665
2017-11-02,63.869,65.2475,64.32289741870427
2017-11-03,63.9275,66.17750000000001,64.66835541681871
2017-11-04,62.0285,66.935,63.644058712276006
2017-11-05,59.9945,64.19749999999999,61.37841791861735
2017-11-06,64.84100000000001,66.64250000000001,65.43417823706619
2017-11-07,61.888999999999996,68.06,63.920919456528125
2017-11-08,48.425,55.895,50.88463998383813
2017-11-09,48.6635,50.45,49.25173920095405
2017-11-10,49.1225,53.31607142857143,50.503313381632594
2017-11-11,38.714,46.235,41.19043270661935
2017-11-12,43.4975,49.21250000000001,45.37927275871954
2017-11-13,49.5275,53.20249999999999,50.73756384747056
2017-11-14,46.535,49.4225,47.485764451584004
2017-11-15,45.5045,48.08750000000001,46.35500201850788
2017-11-16,50.8145,51.43250000000001,51.01798828781954
2017-11-17,46.8365,50.2925,47.97445392023354
2017-11-18,52.14457142857143,55.1375,53.1300502482578
2017-11-19,52.727,57.155,54.18500346029922
2017-11-20,41.5715,44.945,42.68228922161685
2017-11-21,49.073,52.18250000000001,50.09686218604346
2017-11-22,53.730500000000006,57.86750000000001,55.09268615972402
2017-11-23,42.404,47.6225,44.1222906634082
2017-11-24,42.5435,45.785,43.61082570383016
2017-11-25,46.58,48.02500000000001,47.05579381213469
2017-11-26,49.496,52.08800000000001,50.34946544017516
2017-11-27,44.078,47.4425,45.18582579994958
2017-11-28,46.1435,50.0525,47.43061281081971
2017-11-29,52.448,57.7475,54.19296145841367
2017-11-30,51.3905,57.155,53.28857157788955
2017-12-01,56.07050000000001,59.8775,57.32402736525726
2017-12-02,51.5435,58.9175,53.97153015272053
2017-12-03,51.961999999999996,55.2425,53.04216719772168
2017-12-04,48.27200000000001,53.3225,49.93497345895241
2017-12-05,56.1065,58.7225,56.967867897954555
2017-12-06,50.17100000000001,57.32000000000001,52.52494461103866
2017-12-07,43.115,45.485,43.895367705715714
2017-12-08,37.696999999999996,41.0825,38.81174045050656
2017-12-09,34.3715,38.0825,35.59341753413967
2017-12-10,33.233000000000004,36.6725,34.365520980510205
2017-12-11,38.516,42.0275,39.6722283538484
2017-12-12,42.6335,47.68250000000001,44.29597955534119
2017-12-13,33.6065,38.84,35.32972969952032
2017-12-14,43.76300000000001,47.1725,44.88564290828596
2017-12-15,38.2775,47.45,41.29772058256429
2017-12-16,36.931999999999995,40.0025,37.94302069215193
2017-12-17,40.883,45.2825,42.331619291686195
2017-12-18,49.1315,57.7625,51.973421378916576
2017-12-19,54.455,61.37000000000001,56.73189564768951
2017-12-20,53.9735,60.575,56.14716979294611
2017-12-21,48.1505,54.2,50.142413264019915
2017-12-22,50.27,54.8975,51.793692640590486
2017-12-23,58.648999999999994,59.885,59.05597657563907
2017-12-24,50.648,56.9225,52.71399880570179
2017-12-25,37.6205,42.68,39.286436880619675
2017-12-26,35.429,41.15,37.31274837316438
2017-12-27,36.0995,43.1,38.40454815352862
2017-12-28,27.014,36.0725,29.996683908112132
2017-12-29,30.434,36.32,32.37207777039775
2017-12-30,38.2505,40.6325,39.034818934605404
2017-12-31,29.372,37.59,32.07793325129608
2018-01-01,21.218000000000004,28.2575,23.535889647420145
2018-01-02,20.4395,24.3725,21.734515268599104
2018-01-03,23.6255,26.525,24.58021568047371
2018-01-04,24.6065,27.335,25.504910668795493
2018-01-05,20.8085,25.4375,22.332686544201696
2018-01-06,19.1525,25.77285714285714,21.332378866915626
2018-01-07,19.1255,24.725,20.96924218065617
2018-01-08,31.465785714285715,37.265,33.37528763289189
2018-01-09,45.3785,51.27500000000001,47.32003509567624
2018-01-10,49.928000000000004,55.9925,51.92485230013204
2018-01-11,54.3515,60.62750000000001,56.417992709313
2018-01-12,63.191428571428574,63.785,63.38687328615122
2018-01-13,40.39700000000001,42.035,40.93634274344402
2018-01-14,26.6855,33.395,28.8947308529534
2018-01-15,27.6485,32.9075,29.380126060910932
2018-01-16,34.295,38.045,35.529759028031194
2018-01-17,29.9615,36.1625,32.00329752875237
2018-01-18,24.476,31.9025,26.92131677911296
2018-01-19,36.329,39.38,37.333599945206174
2018-01-20,42.0395,44.6075,42.88506298239575
2018-01-21,47.93,51.1325,48.984484209938636
2018-01-22,49.5005,52.6625,50.541648812435895
2018-01-23,58.8335,62.33,59.98478931773628
2018-01-24,43.5155,47.585,44.85546049721945
2018-01-25,38.8805,43.0175,40.24268615972401
2018-01-26,40.298,44.33,41.625612906939125
2018-01-27,47.1275,53.39,49.18954757681208
2018-01-28,53.267,56.66,54.384209968562615
2018-01-29,48.1775,54.9425,50.40500528656826
2018-01-30,34.871,40.9925,36.88662063735811
2018-01-31,33.0485,37.23,34.4253386335233
2018-02-01,45.545,53.645,48.21207950054737
2018-02-02,39.1235,50.1275,42.746776891854715
2018-02-03,30.2405,35.7575,32.05707748203948
2018-02-04,39.866,47.01875,42.221179370066686
2018-02-05,41.1485,46.36625,42.866543711602596
2018-02-06,44.744,55.6925,48.34900245823985
2018-02-07,54.92125,60.155,56.64456201678886
2018-02-08,43.52,54.605,47.16994768686018
2018-02-09,43.151,53.2925,46.49028231540754
2018-02-10,54.1805,60.545,56.27613302237453
2018-02-11,65.8895,67.5425,66.43378177955614
2018-02-12,58.648999999999994,65.1575,60.792047769050924
2018-02-13,43.4075,48.86375,45.204074385785376
2018-02-14,47.606,55.5425,50.21924400692521
2018-02-15,63.3515,65.51,64.06222729653476
2018-02-16,65.813,69.7625,67.11344820832245
2018-02-17,48.9605,60.74,52.839125058851565
2018-02-18,50.99,60.71000000000001,54.19049540065684
2018-02-19,51.6965,60.6475,54.64378748264191
2018-02-20,62.675,66.11000000000001,63.80603926967657
2018-02-21,67.352,70.3925,68.3531426199277
2018-02-22,67.892,70.4225,68.72521539211544
2018-02-23,60.9275,68.3425,63.36903018476033
2018-02-24,65.444,69.1625,66.66838705219573
2018-02-25,65.75,68.36,66.6093922835097
2018-02-26,56.6925,61.3475,58.22524754012939
2018-02-27,47.147,55.925,50.0373239328154
2018-02-28,50.1485,56.17999999999999,52.134486420685356
2018-03-01,55.283,63.08000000000001,57.85031097108244
2018-03-02,50.18,56.0975,52.128449746233215
2018-03-03,45.44375,50.6225,47.14895221771107
2018-03-04,45.2525,49.235,46.56381408776912
2018-03-05,44.285,48.7175,45.74448517113286
2018-03-06,43.871,53.51000000000001,47.04482460565137
2018-03-07,44.0375,50.2925,46.09707805875602
2018-03-08,37.805,42.2375,39.26448517113286
2018-03-09,39.1865,43.16,40.49485066610185
2018-03-10,48.1505,52.895,49.71271712226506
2018-03-11,45.6935,53.63,48.3067440069252
2018-03-12,37.9895,45.8,40.561256103583354
2018-03-13,39.731,44.51,41.304576905322946
2018-03-14,36.635,42.9125,38.70198661292421
2018-03-15,45.77,50.15000000000001,47.21219854474043
2018-03-16,57.13250000000001,62.2775,58.82658938645879
2018-03-17,55.3775,60.11749999999999,56.938235411431414
2018-03-18,54.81050000000001,64.35499999999999,57.95320867814498
2018-03-19,56.0795,60.38,57.49552165334616
2018-03-20,53.5505,65.375,57.443942167187934
2018-03-21,38.345,48.2525,41.607233352058394
2018-03-22,41.4725,46.655,43.178936976739095
2018-03-23,43.9025,49.805,45.84601071012109
2018-03-24,40.9775,53.8025,45.20037587586666
2018-03-25,41.7515,48.125,43.8500964440418
2018-03-26,44.2085,49.55750000000001,45.96976027758368
2018-03-27,44.951,51.3425,47.05552328737635
2018-03-28,58.0055,61.235,59.068874474940465
2018-03-29,65.822,67.7225,66.44777587540621
2018-03-30,63.3065,64.5875,63.72829368397546
2018-03-31,51.9575,57.1775,53.676284567019415
2018-04-01,58.82899999999999,61.7825,59.80149621047735
2018-04-02,66.1415,67.985,66.74850753818012
2018-04-03,61.4345,69.2675,64.01366465775155
2018-04-04,63.7565,68.3375,65.2648816286429
2018-04-05,49.0415,54.1175,50.712869820343016
2018-04-06,55.58,60.0875,57.06418035169348
2018-04-07,52.7135,61.7375,55.68482412505425
2018-04-08,42.035,47.74250000000001,43.91430324066347
2018-04-09,48.308,50.78,49.12195315127816
2018-04-10,51.341,55.955,52.86024750808958
2018-04-11,52.4021,56.083999999999996,53.614435804082134
2018-04-12,58.631,61.0025,59.41186160932692
2018-04-13,65.55199999999999,66.275,65.79006154060441
2018-04-14,68.126,70.1825,68.8031418509723
2018-04-15,67.892,69.50750000000001,68.42393418927584
2018-04-16,51.395,51.5825,51.456737951401564
2018-04-17,49.901,54.74,51.49433304977144
2018-04-18,66.344,70.9175,67.84991211058683
2018-04-19,63.518,69.7475,65.56918169736541
2018-04-20,51.9485,55.58,53.1442406427454
2018-04-21,54.3335,57.3575,55.32920968020435
2018-04-22,57.290000000000006,61.7375,58.75442420724498
2018-04-23,57.9965,61.1675,59.040612234103165
2018-04-24,59.369,66.68214285714285,61.77699177763705
2018-04-25,61.7405,67.445,63.618815433441036
2018-04-26,60.93950000000001,64.6175,62.150551654693004
2018-04-27,61.268,64.6325,62.375825799949574
2018-04-28,63.527,66.6725,64.56271587271256
2018-04-29,57.5915,62.3675,59.16408909810052
2018-04-30,56.398999999999994,59.795,57.517197775785036
2018-05-01,64.40964285714286,65.8475,64.88308474731939
2018-05-02,68.46350000000001,69.7475,68.88628149119789
2018-05-03,68.59957142857144,70.6625,69.27883000930608
2018-05-04,71.23100000000001,72.05000000000003,71.50067137172202
2018-05-05,70.41650000000001,72.05000000000003,70.95436103261041
2018-05-06,69.41300000000001,73.2125,70.66405784720122
2018-05-07,65.7185,70.4675,67.2821988330987
2018-05-08,63.83750000000001,69.5975,65.73408986705591
2018-05-09,67.7942857142857,71.91142857142857,69.14993353096604
2018-05-10,72.11771428571429,75.41499999999998,73.20340850003763
2018-05-11,72.63499999999998,75.9125,73.71417939049924
2018-05-12,76.4555,77.8175,76.90396447898092
2018-05-13,77.46625,78.905,77.9399858804213
2018-05-14,77.27125000000002,77.99000000000002,77.50791214703933
2018-05-15,74.19650000000001,74.4425,74.27750019223886
2018-05-16,71.83000000000001,74.54,72.72231919092388
2018-05-17,71.6225,74.8775,72.69427083633107
2018-05-18,72.914,74.855,73.55311127290895
2018-05-19,72.3875,74.00321428571428,72.91950474693458
2018-05-20,73.607,73.7,73.63762202389518
2018-05-21,73.31450000000002,76.30250000000002,74.29835599353527
2018-05-22,74.102,75.71000000000002,74.63146467121979
2018-05-23,76.30699999999999,77.5175,76.70558021424847
2018-05-24,73.76,75.01249999999997,74.1724095153624
2018-05-25,72.00285714285712,74.6825,72.88518066545883
2018-05-26,74.5925,77.39750000000002,75.51609975296734
2018-05-27,75.81585714285714,75.41000000000003,75.6822209371948
2018-05-28,71.89399999999999,74.44999999999997,72.73561175350605
2018-05-29,73.50885714285717,76.79142857142857,74.5897063979467
2018-05-30,76.70492857142858,77.6375,77.01199550228525
2018-05-31,76.2305,77.78,76.74070243038248
2018-06-01,76.90100000000002,79.0625,77.6127151037572
2018-06-02,75.83449999999998,78.36500000000002,76.66771539211544
2018-06-03,77.5355,80.78,78.60381351105258
2018-06-04,74.876,79.95500000000001,76.54835762756544
2018-06-05,72.35600000000001,76.48249999999999,73.71472883444551
2018-06-06,74.2325,77.83250000000002,75.41786866690995
2018-06-07,74.381,79.4192857142857,76.03995167240394
2018-06-08,77.252,78.4625,77.65058021424848
2018-06-09,76.4195,78.4325,77.08231864624715
2018-06-10,77.5805,77.915,77.69064050530038
2018-06-11,75.17750000000002,80.02250000000002,76.77280866421631
2018-06-12,68.4455,73.30250000000002,70.04475989310599
2018-06-13,74.3135,77.47999999999998,75.35613052326953
2018-06-14,79.0655,80.6075,79.57323291232642
2018-06-15,78.089,81.44,79.19238066744866
2018-06-16,78.017,80.705,78.90207527129274
2018-06-17,80.555,82.13,81.07359879177311
2018-06-18,82.00399999999999,83.0525,82.34923862423751
2018-06-19,83.77700000000002,83.57750000000001,83.71131081970876
2018-06-20,81.31485714285716,84.845,82.47722401301634
2018-06-21,80.411,84.20750000000002,81.66107003997878
2018-06-22,80.60900000000002,82.73000000000002,81.30737970625447
2018-06-23,79.71350000000002,80.9825,80.13134245508576
2018-06-24,80.735,84.095,81.84134408911594
2018-06-25,77.92699999999998,79.4,78.41201334621064
2018-06-26,72.78800000000003,76.9175,74.14771664166796
2018-06-27,74.39450000000002,77.50999999999998,75.42033780048831
2018-06-28,78.7325,79.19749999999998,78.88561011947586
2018-06-29,80.564,81.965,81.02530597287245
2018-06-30,81.40100000000002,81.455,81.41878053000367
2018-07-01,81.779,80.8775,81.4821639296613
2018-07-02,81.33800000000002,81.69,81.45390271409786
2018-07-03,86.18,86.78,86.377561444485
2018-07-04,81.0635,81.605,81.2417992036477
2018-07-05,80.465,81.785,80.89963517786698
2018-07-06,77.61842857142858,81.32750000000001,78.83971108663955
2018-07-07,73.868,76.745,74.81530712630553
2018-07-08,71.28800000000003,76.33,72.94817467182222
2018-07-09,74.02100000000002,79.9025,75.95759605956412
2018-07-10,77.459,80.93,78.60189295634567
