DATE,CA,T_WA
2018-11-24,57.63125000000001,57.63125
2018-11-25,56.8175,56.81750000000001
2018-11-26,56.50625,56.50625
2018-11-27,56.915000000000006,56.915
2018-11-28,56.0625,56.0625
2018-11-29,54.2075,54.2075
2018-11-30,52.3625,52.3625
2018-12-01,50.12000000000001,50.12000000000001
2018-12-02,47.78375,47.78375
2018-12-03,48.8,48.8
2018-12-04,52.64375,52.64375
2018-12-05,51.83375,51.83375
2018-12-06,50.045,50.045
2018-12-07,50.52875,50.52875
2018-12-08,51.54625,51.54625
2018-12-09,51.29,51.29
2018-12-10,51.91625000000001,51.91625000000001
2018-12-11,51.758750000000006,51.758750000000006
2018-12-12,52.28,52.28
2018-12-13,51.36125,51.36125
2018-12-14,50.78,50.78
2018-12-15,51.37625,51.37625
2018-12-16,53.37125,53.37125
2018-12-17,53.69375,53.69375
2018-12-18,53.53625,53.53625
2018-12-19,54.33125,54.33125
2018-12-20,53.86125,53.86125
2018-12-21,53.98125,53.98125
2018-12-22,51.55875,51.55875
2018-12-23,51.9425,51.9425
2018-12-24,51.875,51.875
2018-12-25,51.06125,51.06125
2018-12-26,49.0425,49.0425
2018-12-27,47.075,47.075
2018-12-28,45.92375,45.92375
2018-12-29,46.05875,46.05875
2018-12-30,48.21375,48.21375
2018-12-31,45.8525,45.8525
2019-01-01,45.13590909090909,45.13590909090909
2019-01-02,44.71863636363637,44.71863636363637
2019-01-03,46.29363636363637,46.29363636363637
2019-01-04,47.16636363636363,47.16636363636363
2019-01-05,47.23454545454546,47.23454545454546
2019-01-06,49.51318181818182,49.51318181818182
2019-01-07,52.05772727272728,52.05772727272728
2019-01-08,55.07681818181818,55.07681818181818
2019-01-09,54.44681818181819,54.44681818181819
2019-01-10,52.45454545454545,52.45454545454545
2019-01-11,52.02500000000001,52.02500000000001
2019-01-12,51.62818181818182,51.62818181818182
2019-01-13,51.68954545454545,51.68954545454545
2019-01-14,51.08818181818182,51.08818181818182
2019-01-15,50.4009090909091,50.4009090909091
2019-01-16,55.00318181818182,55.00318181818182
2019-01-17,54.59954545454545,54.59954545454545
2019-01-18,53.39545454545455,53.39545454545455
2019-01-19,55.78045454545455,55.780454545454546
2019-01-20,55.61150000000001,55.6115
2019-01-21,50.48272727272728,50.48272727272728
2019-01-22,50.15545454545455,50.15545454545455
2019-01-23,51.69772727272728,51.69772727272728
2019-01-24,55.333181818181814,55.333181818181814
2019-01-25,54.55863636363637,54.55863636363637
2019-01-26,57.290000000000006,57.29
2019-01-27,56.62454545454546,56.62454545454547
2019-01-28,55.94,55.94
2019-01-29,55.47363636363636,55.47363636363635
2019-01-30,55.13,55.13000000000001
2019-01-31,53.32181818181819,53.32181818181819
2019-02-01,53.56318181818182,53.56318181818182
2019-02-02,53.282272727272726,53.282272727272726
2019-02-03,51.26000000000001,51.26000000000001
2019-02-04,48.19181818181818,48.19181818181818
2019-02-05,43.54318181818182,43.54318181818182
2019-02-06,42.666363636363634,42.666363636363634
2019-02-07,44.56318181818182,44.56318181818182
2019-02-08,45.93363636363637,45.93363636363637
