DATE,AZ,NM,T_WA
2015-04-22,64.83333333333333,59.66666666666666,63.67781487072858
2015-04-23,62.83333333333334,60.07142857142857,62.215636827977804
2015-04-24,60.0,58.714285714285715,59.712451626817256
2015-04-25,58.0,57.4,57.865810759181386
2015-04-26,58.5,57.8,58.343445885711624
2015-04-27,53.66666666666666,52.4,53.383378269382916
2015-04-28,58.33333333333334,50.5,56.58141824486809
2015-04-29,65.0,52.73333333333333,62.256575521041654
2015-04-30,69.0,55.6,66.00310695505094
2015-05-01,71.33333333333333,61.8,69.201215395882
2015-05-02,72.16666666666667,65.26666666666667,70.62349039725261
2015-05-03,72.16666666666667,66.53333333333333,70.90677879453635
2015-05-04,69.5,66.07142857142857,68.73320433817935
2015-05-05,64.33333333333333,63.6,64.16932426122169
2015-05-06,64.5,59.26666666666666,63.32957162174875
2015-05-07,65.66666666666667,62.0,64.84662130610846
2015-05-08,63.33333333333334,62.8,63.214054008161234
2015-05-09,56.66666666666666,61.85714285714285,57.827510099145144
2015-05-10,52.66666666666666,56.28571428571429,53.47606208747735
2015-05-11,60.0,55.53333333333333,59.001035651683644
2015-05-12,65.33333333333333,57.4,63.559053371398306
2015-05-13,67.16666666666667,58.78571428571429,65.29227727110508
2015-05-14,67.16666666666667,60.4,65.65331022854562
2015-05-15,66.5,63.714285714285715,65.87697852477072
2015-05-16,55.16666666666666,61.07142857142857,56.48725919535779
2015-05-17,55.66666666666666,56.73333333333333,55.90522531701086
2015-05-18,62.0,59.46666666666667,61.43342320543252
2015-05-19,65.0,63.42857142857143,64.6485519883322
2015-05-20,63.16666666666666,63.78571428571429,63.30511588338428
2015-05-21,64.66666666666667,60.214285714285715,63.67089730027457
2015-05-22,68.0,56.93333333333333,65.52495400267888
2015-05-23,62.16666666666666,60.86666666666667,61.87592331155966
2015-05-24,59.0,61.78571428571429,59.62302147522928
2015-05-25,62.83333333333334,60.2,62.244391665296085
2015-05-26,65.66666666666667,62.26666666666666,64.90626096869453
2015-05-27,69.33333333333333,64.26666666666667,68.20017974419837
2015-05-28,70.66666666666667,67.86666666666666,70.04045020951314
2015-05-29,71.33333333333333,68.8,70.76675653876585
2015-05-30,74.5,68.4,73.13574271834409
2015-05-31,76.33333333333333,67.5,74.3577695101704
2015-06-01,78.33333333333333,70.57142857142857,76.59739315448935
2015-06-02,78.83333333333333,73.0,77.52871571426347
2015-06-03,76.83333333333333,73.26666666666667,76.0356528462449
2015-06-04,73.5,73.53333333333333,73.50745495782326
2015-06-05,72.33333333333333,73.33333333333333,72.55698206803102
2015-06-06,69.16666666666667,72.85714285714286,69.99203699709862
2015-06-07,70.83333333333333,72.66666666666667,71.24335601361243
2015-06-08,72.66666666666667,72.66666666666667,72.66666666666667
2015-06-09,77.66666666666667,73.66666666666667,76.7720717278759
2015-06-10,77.33333333333333,74.06666666666666,76.60274746665421
2015-06-11,75.83333333333333,75.21428571428571,75.69488411661571
2015-06-12,76.16666666666667,76.0,76.12939187755039
2015-06-13,76.33333333333333,72.73333333333333,75.52819788842164
2015-06-14,78.83333333333333,72.93333333333334,77.51380579861696
2015-06-15,80.0,71.73333333333333,78.15117045983243
2015-06-16,83.33333333333333,73.86666666666666,81.21612531152851
2015-06-17,84.66666666666667,74.85714285714286,82.47277907867979
2015-06-18,84.66666666666667,76.21428571428571,82.7763023614838
2015-06-19,85.16666666666667,78.5,83.67567510201539
2015-06-20,84.0,77.86666666666666,82.62828776052082
2015-06-21,84.0,79.26666666666667,82.94139598909759
2015-06-22,84.5,80.57142857142857,83.6213799708305
2015-06-23,85.0,80.8,84.0606753142697
2015-06-24,86.16666666666669,76.86666666666666,84.08673343397814
2015-06-25,87.66666666666669,76.33333333333333,85.13198100675952
2015-06-26,87.0,77.2,84.80824239996262
2015-06-27,87.33333333333331,78.13333333333334,85.27576497411457
2015-06-28,88.16666666666669,75.8,85.40087731423856
2015-06-29,87.0,76.46666666666667,84.644233327851
2015-06-30,87.83333333333331,77.73333333333333,85.57448111288664
2015-07-01,87.66666666666669,77.66666666666667,85.43017931968977
2015-07-02,87.0,78.86666666666666,85.18099029112544
2015-07-03,87.0,79.53333333333333,85.33008944759057
2015-07-04,84.33333333333333,77.06666666666666,82.70815252786345
2015-07-05,84.0,76.86666666666666,82.40463902582313
2015-07-06,84.16666666666667,77.2,82.60858048160608
2015-07-07,81.5,78.57142857142857,80.8450287055282
2015-07-08,81.16666666666667,72.92857142857143,79.32422709034759
2015-07-09,81.33333333333333,72.46666666666667,79.35031455234714
2015-07-10,76.5,72.06666666666666,75.50849060950691
2015-07-11,76.83333333333333,72.57142857142857,75.88016372593127
2015-07-12,80.0,74.93333333333334,78.86684641086502
2015-07-13,80.5,78.66666666666667,80.0899773197209
2015-07-14,84.5,79.26666666666667,83.32957162174874
2015-07-15,83.83333333333333,77.86666666666666,82.49889588297044
2015-07-16,82.0,77.26666666666667,80.94139598909759
2015-07-17,83.0,77.66666666666667,81.80720674827899
2015-07-18,82.33333333333333,78.57142857142857,81.49198809328011
2015-07-19,79.0,79.5,79.11182436734885
2015-07-20,76.83333333333333,79.0,77.317905591845
2015-07-21,79.5,78.57142857142857,79.29232617492357
2015-07-22,80.66666666666667,76.93333333333334,79.83171139046195
2015-07-23,82.66666666666667,77.64285714285714,81.54309802330445
2015-07-24,82.0,79.38461538461539,81.41507254002143
2015-07-25,83.0,82.14285714285714,82.80830108454484
2015-07-26,82.33333333333333,81.42857142857143,82.13098447813066
2015-07-27,84.33333333333333,81.57142857142857,83.7156368279778
2015-07-28,83.83333333333333,81.64285714285714,83.34343610494791
2015-07-29,84.33333333333333,81.5,83.69966191835654
2015-07-30,83.83333333333333,76.71428571428571,82.24116734108073
2015-07-31,83.66666666666667,75.5,81.84020199996885
2015-08-01,84.83333333333333,77.42857142857143,83.17726770259567
2015-08-02,82.66666666666667,78.42857142857143,81.71882202913835
2015-08-03,83.0,77.61538461538461,81.79573758239705
2015-08-04,83.5,78.14285714285714,82.30188177840523
2015-08-05,85.16666666666667,79.21428571428571,83.83542419822803
2015-08-06,86.16666666666669,80.85714285714286,84.97919838481941
2015-08-07,85.83333333333333,81.85714285714286,84.94406336441632
2015-08-08,81.33333333333333,80.85714285714286,81.22683393585824
2015-08-09,78.83333333333333,78.86666666666666,78.84078829115658
2015-08-10,81.66666666666667,78.06666666666666,80.86153122175499
2015-08-11,81.66666666666667,78.26666666666667,80.90626096869451
2015-08-12,79.33333333333333,76.86666666666666,78.78166645441236
2015-08-13,81.5,78.46666666666667,80.82159883808367
2015-08-14,84.5,79.33333333333333,83.34448153739527
2015-08-15,56.83333333333334,81.53333333333333,62.357457080366316
2015-08-16,58.16666666666666,81.26666666666667,63.332952438183334
2015-08-17,58.0,79.42857142857143,62.792472886379095
2015-08-18,87.66666666666669,78.6,85.63891813874095
2015-08-19,87.5,80.35714285714286,85.90250903787363
2015-08-20,83.66666666666667,74.86666666666666,81.69855780132698
2015-08-21,84.33333333333333,76.53333333333333,82.58887320269133
2015-08-22,84.0,79.4,82.97121582039063
2015-08-23,84.66666666666667,78.6,83.309864342834
2015-08-24,82.5,74.53333333333333,80.71826508024172
2015-08-25,84.66666666666667,73.86666666666666,82.25126033193159
2015-08-26,81.16666666666667,77.06666666666666,80.24970685440614
2015-08-27,81.0,74.4,79.52391835099525
2015-08-28,82.33333333333333,76.6,81.05108058773324
2015-08-29,83.16666666666667,76.57142857142857,81.69165001163665
2015-08-30,84.33333333333333,75.13333333333334,82.27576497411458
2015-08-31,83.16666666666667,74.26666666666667,81.17619292785722
2015-09-01,81.5,75.8,80.22520221222317
2015-09-02,79.66666666666667,76.21428571428571,78.89454603497225
2015-09-03,80.0,77.0,79.32905379590693
2015-09-04,78.66666666666667,75.66666666666667,77.99572046257359
2015-09-05,77.33333333333333,73.66666666666667,76.51328797277513
2015-09-06,76.66666666666667,74.2,76.11499978774569
2015-09-07,78.83333333333333,76.4,78.28912141223562
2015-09-08,79.66666666666667,77.4,79.15972953468524
2015-09-09,82.16666666666667,75.8,80.74276972242471
2015-09-10,79.66666666666667,74.8,78.57824282447125
2015-09-11,80.33333333333333,73.06666666666666,78.70815252786345
2015-09-12,79.16666666666667,72.53333333333333,77.68313005983865
2015-09-13,80.83333333333333,73.73333333333333,79.24542731697973
2015-09-14,79.16666666666667,75.6,78.36898617957823
2015-09-15,77.0,74.8,76.50797278366508
2015-09-16,75.5,75.06666666666666,75.40308554829767
2015-09-17,75.0,75.6,75.13418924081861
2015-09-18,74.0,74.8,74.17891898775815
2015-09-19,73.5,74.8,73.790743355107
2015-09-20,75.33333333333333,66.0,73.24594514282155
2015-09-21,77.33333333333333,69.42857142857143,75.56544333524683
2015-09-22,73.5,68.64285714285714,72.41370614575408
2015-09-23,72.33333333333333,70.2,71.85621603264492
2015-09-24,75.16666666666667,70.0,74.01114820406193
2015-09-25,77.83333333333333,69.71428571428571,76.01751860638304
2015-09-26,78.83333333333333,69.93333333333334,76.84285959452387
2015-09-27,79.16666666666667,69.2,76.93763427751301
2015-09-28,78.33333333333333,71.13333333333334,76.72306244350996
2015-09-29,79.5,72.73333333333333,77.98664356187896
2015-09-30,79.33333333333333,71.92857142857143,77.67726770259567
2015-10-01,79.5,71.86666666666666,77.79281465847428
2015-10-02,79.5,73.33333333333333,78.12083280269758
2015-10-03,73.66666666666667,70.35714285714286,72.92649585421478
2015-10-04,68.33333333333333,64.4,67.45364831018907
2015-10-05,70.33333333333333,58.85714285714285,67.76669785418363
2015-10-06,66.16666666666667,61.14285714285714,65.04309802330445
2015-10-07,62.33333333333334,62.66666666666666,62.4078829115659
2015-10-08,63.83333333333334,60.42857142857143,63.07186264138643
2015-10-09,67.5,59.846153846153854,65.78822699212152
2015-10-10,70.33333333333333,61.615384615384606,68.38357513340475
2015-10-11,72.33333333333333,64.4,70.5590533713983
2015-10-12,72.0,68.4,71.19486455508832
2015-10-13,72.5,67.66666666666667,71.41903111562783
2015-10-14,72.0,66.26666666666667,70.7177472543999
2015-10-15,72.66666666666667,67.53333333333333,71.5186031618852
2015-10-16,72.16666666666667,68.2,71.27952668569917
2015-10-17,72.33333333333333,60.66666666666666,69.7240980951936
2015-10-18,67.83333333333333,59.86666666666667,66.05159841357505
2015-10-19,67.33333333333333,61.53333333333333,66.03617067208673
2015-10-20,65.83333333333333,64.46666666666667,65.52768006257982
2015-10-21,59.83333333333334,61.8,60.27317584490547
2015-10-22,59.16666666666666,55.28571428571429,58.29869657724468
2015-10-23,57.83333333333334,54.64285714285714,57.11978737025023
2015-10-24,60.33333333333334,55.64285714285714,59.28431426820369
2015-10-25,62.33333333333334,55.0,60.693242612216935
2015-10-26,62.0,53.85714285714285,60.178860303175945
2015-10-27,64.0,55.92857142857143,62.19483521279721
2015-10-28,62.16666666666666,58.4,61.324256432638684
2015-10-29,61.5,52.66666666666666,59.524436176837064
2015-10-30,58.5,53.06666666666667,57.28484187480922
2015-10-31,56.66666666666666,50.42857142857143,55.271524559742964
2015-11-01,57.83333333333334,51.73333333333333,56.46907605167742
2015-11-02,59.5,54.93333333333333,58.478670778213875
2015-11-03,61.66666666666666,57.53333333333333,60.74225189658287
2015-11-04,58.83333333333334,57.6,58.55749989387286
2015-11-05,48.16666666666666,54.13333333333333,49.50110411702955
2015-11-06,45.83333333333334,45.07142857142857,45.66293429737319
2015-11-07,47.16666666666666,45.06666666666667,46.69700432380151
2015-11-08,49.66666666666666,44.714285714285715,48.559072932925716
2015-11-09,53.0,46.153846153846146,51.46886635476196
2015-11-10,54.83333333333334,50.92857142857143,53.96003827403759
2015-11-11,50.16666666666666,52.46153846153846,50.679911839883154
2015-11-12,45.5,44.35714285714285,45.24440144605978
2015-11-13,46.5,42.46666666666667,45.597950103385976
2015-11-14,49.16666666666666,44.6,48.14533744488054
2015-11-15,49.33333333333334,48.8,49.214054008161234
2015-11-16,48.5,51.78571428571429,49.23484584257813
2015-11-17,43.66666666666666,49.41666666666666,44.95264689117838
2015-11-18,43.83333333333334,42.0,43.42331065305424
2015-11-19,46.0,45.66666666666666,45.92545042176744
2015-11-20,50.33333333333334,43.86666666666667,48.88707151562161
2015-11-21,52.5,48.33333333333334,51.56813027209295
2015-11-22,50.83333333333334,39.0,48.18682330607733
2015-11-23,48.5,40.93333333333333,46.8077245741208
2015-11-24,50.0,42.642857142857146,48.354584309009844
2015-11-25,51.16666666666666,47.85714285714285,50.42649585421478
2015-11-26,54.16666666666666,53.384615384615394,53.99176188696718
2015-11-27,45.5,49.75,46.45050712246519
2015-11-28,41.66666666666666,39.91666666666666,41.2752813809457
2015-11-29,38.66666666666666,35.5,37.958445673457305
2015-11-30,38.333333333333336,41.333333333333336,39.004279537426406
2015-12-01,36.16666666666666,37.09090909090909,36.373372315402406
2015-12-02,38.333333333333336,37.91666666666666,38.24014636054263
2015-12-03,40.66666666666666,38.42857142857143,40.16611949853373
2015-12-04,44.33333333333334,39.8,43.319459069370474
2015-12-05,46.66666666666666,42.13333333333333,45.652792402703795
2015-12-06,45.5,44.33333333333334,45.23907647618603
2015-12-07,46.0,41.266666666666666,44.94139598909759
2015-12-08,46.5,43.06666666666667,45.7321393442046
2015-12-09,48.5,45.6,47.85141866937669
2015-12-10,49.0,48.8,48.95527025306046
2015-12-11,52.16666666666666,52.26666666666666,52.189031540136426
2015-12-12,51.5,53.4,51.92493259592562
2015-12-13,41.833333333333336,43.78571428571429,42.26998086298121
2015-12-14,38.833333333333336,38.92857142857143,38.854633212828354
2015-12-15,38.833333333333336,41.46666666666667,39.422275001370586
2015-12-16,34.666666666666664,32.86666666666667,34.264098944210815
2015-12-17,32.333333333333336,29.73333333333333,31.751846623119338
2015-12-18,32.666666666666664,32.0,32.51756751020154
2015-12-19,40.16666666666666,36.8,39.41371592651777
2015-12-20,42.5,40.0,41.940878163255775
2015-12-21,42.833333333333336,45.8,43.49682457960315
2015-12-22,42.333333333333336,42.46666666666667,42.36315316462636
2015-12-23,44.5,42.66666666666666,44.0899773197209
2015-12-24,47.16666666666666,45.53846153846154,46.802520649915294
2015-12-25,43.83333333333334,42.73333333333333,43.58731972516588
2015-12-26,36.5,43.86666666666667,38.14754567893966
2015-12-27,32.0,31.07142857142857,31.792326174923573
2015-12-28,32.833333333333336,25.73333333333333,31.24542731697973
2015-12-29,35.0,25.53333333333333,32.88279197819519
2015-12-30,34.666666666666664,26.5,32.840201999968855
2015-12-31,34.666666666666664,27.714285714285715,33.111775463530336
2016-01-01,34.0,28.6,32.792296832632466
2016-01-02,37.5,28.13333333333333,35.405156851664955
2016-01-03,39.5,30.0,37.37533702037194
2016-01-04,42.0,31.13333333333333,39.56968374961842
2016-01-05,44.25,30.92857142857143,41.27067935563433
2016-01-06,42.75,35.230769230769226,41.06833355256159
2016-01-07,43.0,38.333333333333336,41.956305904744106
2016-01-08,38.75,39.46153846153846,38.90913467661182
2016-01-09,35.75,35.0,35.58226344897673
2016-01-10,31.75,31.93333333333333,31.791002268027906
2016-01-11,32.5,28.86666666666667,31.687409597265056
2016-01-12,32.0,30.86666666666667,31.746531434009285
2016-01-13,34.0,33.266666666666666,33.83599092788836
2016-01-14,35.5,35.666666666666664,35.53727478911628
2016-01-15,36.75,38.6,37.16375015919073
2016-01-16,35.5,37.4,35.92493259592562
2016-01-17,34.25,36.06666666666667,34.65629520136748
2016-01-18,40.0,41.0,40.22364873469769
2016-01-19,40.75,39.57142857142857,40.48641399124915
2016-01-20,42.5,43.66666666666666,42.76092352381397
2016-01-21,44.75,45.73333333333333,44.96992125578607
2016-01-22,41.25,38.266666666666666,40.58278127481855
2016-01-23,43.25,37.86666666666667,42.046024311544095
2016-01-24,46.75,42.4,45.77712800406505
2016-01-25,44.5,45.33333333333334,44.68637394558141
2016-01-26,39.0,39.53333333333333,39.1192793251721
2016-01-27,37.75,33.214285714285715,36.735593239049756
2016-01-28,40.25,36.13333333333333,39.329312708827835
2016-01-29,43.75,41.66666666666666,43.28406513604648
2016-01-30,45.5,46.6,45.74601360816746
2016-01-31,47.75,51.06666666666667,48.49176830341401
2016-02-01,51.25,51.73333333333333,51.35809688843722
2016-02-02,36.5,41.214285714285715,37.5543440350034
2016-02-03,34.333333333333336,32.0,33.811486285705385
2016-02-04,26.5,26.2,26.432905379590693
2016-02-05,31.5,28.466666666666665,30.82159883808367
2016-02-06,35.75,32.53333333333333,35.03059657005576
2016-02-07,40.5,35.333333333333336,39.34448153739526
2016-02-08,43.0,42.46666666666667,42.8807206748279
2016-02-09,48.5,40.266666666666666,46.65862541765567
2016-02-10,49.25,43.46666666666667,47.95656481766502
2016-02-11,50.0,48.33333333333334,49.62725210883718
2016-02-12,51.25,49.86666666666667,50.94061925033486
2016-02-13,52.75,50.46666666666667,52.239335389106934
2016-02-14,53.25,52.26666666666666,53.03007874421393
2016-02-15,50.0,49.66666666666666,49.92545042176744
2016-02-16,51.5,50.06666666666667,51.17943681359998
2016-02-17,53.5,51.53333333333333,53.060157488427876
2016-02-18,56.0,53.4,55.418513289786006
2016-02-19,56.5,58.46666666666667,56.939842511572124
2016-02-20,56.25,58.86666666666667,56.83521418912563
2016-02-21,53.25,57.46666666666667,54.19305216464193
2016-02-22,54.75,53.06666666666667,54.373524629925555
2016-02-23,49.75,48.0,49.35861471427904
2016-02-24,45.25,39.2,43.89692515507897
2016-02-25,47.0,38.86666666666667,45.18099029112545
2016-02-26,50.0,41.46666666666667,48.091530797246364
2016-02-27,53.5,46.2,51.867364236706855
2016-02-28,55.25,51.86666666666667,54.49332178093948
2016-02-29,53.75,53.33333333333334,53.656813027209296
2016-03-01,55.5,54.46666666666667,55.268896307479054
2016-03-02,55.25,52.46666666666667,54.62751102175809
2016-03-03,56.5,57.0,56.611824367348845
2016-03-04,56.75,54.2,56.17969572652089
2016-03-05,56.25,57.2,56.462466297962806
2016-03-06,56.0,54.73333333333333,55.71671160271626
2016-03-07,58.25,58.26666666666666,58.25372747891163
2016-03-08,46.5,51.5,47.61824367348846
2016-03-09,46.25,47.92857142857143,46.625410376099694
2016-03-10,47.75,47.92857142857143,47.78993727405316
2016-03-11,52.75,51.33333333333334,52.433164292511606
2016-03-12,54.25,52.26666666666666,53.80643000951624
2016-03-13,50.5,52.07692307692307,50.852676850869436
2016-03-14,50.25,54.6,51.22287199593495
2016-03-15,55.0,58.26666666666666,55.73058586667912
2016-03-16,53.0,53.2,53.04472974693954
2016-03-17,52.75,52.2,52.62699319591627
2016-03-18,54.0,53.6,53.910540506120924
2016-03-19,55.5,51.53333333333333,54.612860019032496
2016-03-20,55.75,45.73333333333333,53.509785174111464
2016-03-21,57.25,46.33333333333334,54.808501312883536
2016-03-22,58.25,55.73333333333333,57.68715068434415
2016-03-23,58.75,60.86666666666667,59.22338982177678
2016-03-24,48.75,48.5,48.69408781632558
2016-03-25,47.5,46.06666666666667,47.17943681359998
2016-03-26,51.5,51.0,51.388175632651155
2016-03-27,52.0,50.73333333333333,51.71671160271626
2016-03-28,53.5,47.13333333333333,52.07610305575803
2016-03-29,55.75,54.93333333333333,55.56735353333022
2016-03-30,51.0,58.35714285714285,52.645415690990156
2016-03-31,45.25,50.6,46.44652073063264
2016-04-01,43.5,47.0,44.28277057144192
2016-04-02,48.0,42.86666666666667,46.85193649521852
2016-04-03,51.5,45.0,50.04628322446501
2016-04-04,54.75,52.93333333333333,54.34370479863252
2016-04-05,58.0,58.2,58.04472974693953
2016-04-06,60.25,62.0,60.64138528572096
2016-04-07,61.0,57.66666666666666,60.25450421767436
2016-04-08,64.0,59.93333333333333,63.09049514556272
2016-04-09,59.0,57.2,58.59743227754415
2016-04-10,57.75,58.46666666666667,57.91028159320002
2016-04-11,52.75,59.26666666666666,54.20744425444662
2016-04-12,53.5,53.86666666666667,53.58200453605582
2016-04-13,55.75,48.85714285714285,54.20842122154806
2016-04-14,58.25,55.33333333333334,57.59769119046507
2016-04-15,60.25,61.6,60.55192579184188
2016-04-16,57.0,62.66666666666666,58.267342829953584
2016-04-17,51.0,52.26666666666666,51.28328839728374
2016-04-18,51.75,49.4,51.22442547346043
2016-04-19,54.25,52.13333333333333,53.776610178223216
2016-04-20,56.75,54.714285714285715,56.29471507579399
2016-04-21,62.25,58.5,61.411317244883655
2016-04-22,63.75,61.92857142857143,63.34263980465778
2016-04-23,65.0,65.2,65.04472974693954
2016-04-24,63.0,65.4,63.53675696327446
2016-04-25,60.5,63.06666666666667,61.074031752390745
2016-04-26,57.75,63.66666666666666,59.07325501362801
2016-04-27,53.0,55.66666666666666,53.59639662586051
2016-04-28,55.5,57.13333333333333,55.86529293333956
2016-04-29,56.0,61.714285714285715,57.27799276970109
2016-04-30,54.75,55.46666666666667,54.91028159320001
2016-05-01,56.25,54.86666666666667,55.94061925033486
2016-05-02,54.25,48.6,52.986384648958044
2016-05-03,57.0,50.73333333333333,55.5984679292278
2016-05-04,62.0,57.73333333333333,61.04576539862319
2016-05-05,69.5,62.13333333333333,67.85245432106035
2016-05-06,69.75,67.06666666666666,69.14987589522786
2016-05-07,61.5,69.2,63.222095257172214
2016-05-08,55.0,63.4,56.87864937146061
2016-05-09,55.25,58.53333333333333,55.984313345590756
2016-05-10,60.5,61.53333333333333,60.73110369252094
2016-05-11,62.75,66.33333333333333,63.55140796600006
2016-05-12,65.0,66.06666666666666,65.2385586503442
2016-05-13,67.5,64.86666666666666,66.91105833196274
2016-05-14,70.0,69.93333333333334,69.98509008435349
2016-05-15,72.25,65.0,70.62854667344173
