DATE,TX,T_WA
2018-02-01,56.83,56.83
2018-02-02,48.80375,48.80375
2018-02-03,52.96571428571429,52.96571428571429
2018-02-04,55.85208333333334,55.85208333333334
2018-02-05,47.690178571428575,47.690178571428575
2018-02-06,50.32625,50.32625
2018-02-07,43.59375,43.59375
2018-02-08,45.07125,45.07125
2018-02-09,54.765,54.765
2018-02-10,50.59875,50.59875
2018-02-11,39.5675,39.5675
2018-02-12,39.04375,39.04375
2018-02-13,46.65625,46.65625
2018-02-14,59.7725,59.7725
2018-02-15,68.29625000000001,68.29625000000001
2018-02-16,61.365,61.365
2018-02-17,59.24249999999999,59.24249999999999
2018-02-18,60.154285714285706,60.154285714285706
2018-02-19,69.4725,69.4725
2018-02-20,65.91749999999999,65.91749999999999
2018-02-21,47.31625,47.31625
2018-02-22,43.55838235294118,43.55838235294118
2018-02-23,52.85132352941177,52.85132352941177
2018-02-24,62.2025,62.2025
2018-02-25,58.01875,58.01875
2018-02-26,56.477500000000006,56.477500000000006
2018-02-27,63.07625,63.07625
2018-02-28,68.26124999999999,68.26124999999999
2018-03-01,61.22125000000001,61.22125000000001
2018-03-02,57.81125,57.81125
2018-03-03,62.40875,62.40875
2018-03-04,68.63874999999999,68.63874999999999
2018-03-05,67.09583333333333,67.09583333333333
2018-03-06,57.0775,57.0775
2018-03-07,51.78375,51.78375
2018-03-08,56.45875,56.45875
2018-03-09,62.50125000000001,62.50125000000001
2018-03-10,69.76625000000001,69.76625000000001
2018-03-11,63.622678571428565,63.62267857142856
2018-03-12,53.49375,53.49375
2018-03-13,53.96791666666667,53.96791666666667
2018-03-14,56.27,56.27
2018-03-15,62.81375000000001,62.81375000000001
2018-03-16,69.76125000000002,69.76125000000002
2018-03-17,67.45875000000001,67.45875000000001
2018-03-18,69.2175,69.2175
2018-03-19,66.06625,66.06625
2018-03-20,57.90875,57.90875
2018-03-21,59.91,59.91
2018-03-22,66.34875,66.34875
2018-03-23,70.23750000000001,70.23750000000001
2018-03-24,72.47,72.47
2018-03-25,72.51750000000001,72.51750000000001
2018-03-26,73.0475,73.0475
2018-03-27,66.68,66.68
2018-03-28,62.69875,62.69875
2018-03-29,63.0375,63.0375
2018-03-30,63.00875,63.00875
2018-03-31,68.18,68.18
2018-04-01,65.535,65.535
2018-04-02,63.51416666666667,63.51416666666667
2018-04-03,70.8075,70.8075
2018-04-04,58.54825,58.54825
2018-04-05,65.89458333333334,65.89458333333334
2018-04-06,71.78875000000002,71.78875000000002
2018-04-07,51.13416666666667,51.13416666666667
2018-04-08,53.39559523809525,53.39559523809525
2018-04-09,59.62,59.62
2018-04-10,62.35874999999999,62.35875
2018-04-11,69.07400000000001,69.07400000000001
2018-04-12,74.07500000000002,74.075
2018-04-13,75.14779761904762,75.14779761904762
2018-04-14,59.095294117647065,59.095294117647065
2018-04-15,57.05625,57.05625
