DATE,AL,GA,T_WA
2019-08-25,79.22749999999998,73.98500000000001,75.6411817270625
2019-08-26,75.875,74.6375,75.02844418449972
2019-08-27,77.225,76.92125,77.01720902710449
2019-08-28,79.5425,79.9925,79.85033847836374
2019-08-29,79.36250000000003,77.6075,78.16192993438145
2019-08-30,76.71714285714286,76.1225,76.31035629644792
2019-08-31,79.6325,78.13625,78.60893705944058
2019-09-01,79.38499999999998,78.73250000000002,78.9386342063726
2019-09-02,82.08500000000002,79.61000000000001,80.39188836899947
2019-09-03,83.0975,81.005,81.66605107560864
2019-09-04,84.67250000000001,81.75874999999998,82.6792458525948
2019-09-05,84.26750000000001,82.23125,82.87453088540411
2019-09-06,80.015,80.13875,80.09965558155002
2019-09-07,82.625,80.67875000000002,81.29359858107688
2019-09-08,85.73,81.12875,82.58235155873082
2019-09-09,81.74750000000002,82.98500000000001,82.59405581550028
2019-09-10,83.75,80.22125,81.3360332654977
2019-09-11,83.3675,80.61125000000001,81.48198932002214
2019-09-12,83.61500000000002,81.75874999999998,82.34516627674958
2019-09-13,81.2942857142857,81.33125000000003,81.31957244643704
2019-09-14,82.2425,79.38499999999998,80.28772566239027
2019-09-15,83.3675,80.25125,81.23571853733114
2019-09-16,84.245,81.24125000000002,82.19017815692209
2019-09-17,81.57714285714286,80.0,80.49824228535377
2019-09-18,81.608,77.37125,78.70970072620545
2019-09-19,81.61250000000003,73.18625,75.84822449263908
2019-09-20,75.74000000000002,70.3175,72.030546335717
2019-09-21,77.69428571428571,72.545,74.17173398329498
2019-09-22,76.39250000000001,72.1175,73.46803445554453
2019-09-23,76.595,73.94,74.77875297765397
2019-09-24,80.35249999999998,78.18125,78.86717934189498
2019-09-25,81.63499999999998,77.99000000000002,79.14150832525377
2019-09-26,84.6275,80.80250000000002,82.01087293390826
2019-09-27,84.11,81.005,81.98591449929025
2019-09-28,83.6375,78.76625000000001,80.30514847171258
2019-09-29,83.6375,79.82375,81.02856889586735
2019-09-30,81.41,80.45375,80.75584323347705
2019-10-01,78.98,79.27250000000002,79.18009501093645
2019-10-02,78.008,76.745,77.14400000405912
2019-10-03,80.816,79.05125000000002,79.60876010068358
2019-10-04,86.792,80.79124999999998,82.68697389101959
2019-10-05,79.11500000000002,74.0975,75.68260096624437
2019-10-06,78.5075,72.44375000000002,74.3593765040487
2019-10-07,77.765,72.60125,74.23255346077613
2019-10-08,76.91,74.13125,75.00909739610393
2019-10-09,76.1225,70.37375,72.18986343890329
2019-10-10,76.0325,67.76375,70.37596796006638
2019-10-11,73.73750000000003,66.89750000000001,69.05835512887126
2019-10-12,68.02250000000001,68.69749999999999,68.4842577175456
2019-10-13,65.255,68.045,67.16359856585515
2019-10-14,68.42750000000001,68.0675,68.18122921730902
2019-10-15,70.025,67.40375,68.23184086353125
2019-10-16,69.48500000000001,68.81,69.0232422824544
2019-10-17,58.1225,56.37875,56.929625896340525
