DATE,DE,NJ,OH,VA,WV,T_WA
2015-05-09,67.5,60.35,72.81,68.42125,71.166875,67.90775899921233
2015-05-10,70.5,70.0475,72.88499999999998,71.88875,73.169375,71.77058270942595
2015-05-11,74.0,73.2875,72.89375000000003,72.45875000000002,72.35374999999998,72.89042046278135
2015-05-12,73.5,76.2125,60.0575,76.67750000000002,68.365625,69.88820503848982
2015-05-13,75.5,64.265,51.5,66.1625,56.1425,59.978208986713405
2015-05-14,63.0,59.225,52.6325,58.17875,57.644375,56.553516933740674
2015-05-15,59.5,61.790000000000006,65.4725,62.97875000000001,66.936875,63.67831533649701
2015-05-16,62.0,67.79750000000001,69.84875,71.3075,67.13374999999999,69.27531562740019
2015-05-17,72.0,75.02000000000002,72.33875,73.86500000000002,70.025,73.35423487656531
2015-05-18,76.0,67.64,73.06625,76.5125,69.78312500000001,72.38201239435716
2015-05-19,75.5,68.765,59.765,76.055,69.80562499999999,67.68085302483989
2015-05-20,73.0,63.77,49.20125,69.36500000000001,58.623125,59.917945274497285
2015-05-21,61.5,53.645,52.32125,58.225,52.818125,54.57953792347735
2015-05-22,53.0,62.735,56.345,62.1275,55.563125,59.528140855310596
2015-05-23,61.5,60.08,60.25625,61.99624999999999,60.72125,60.73725019083718
2015-05-24,60.0,65.03,68.5925,66.54500000000002,65.42937500000001,66.61102088002296
2015-05-25,63.0,72.5,72.92750000000002,71.05625,71.09375,71.90083463146541
2015-05-26,72.0,74.77250000000002,72.94625,73.4375,71.988125,73.50395728594471
2015-05-27,75.0,74.0,71.49714285714286,76.0442857142857,71.65357142857142,73.52817052332348
2015-05-28,79.0,75.7625,69.93625,74.675,71.18375,73.17598626933157
2015-05-29,78.0,72.005,74.18,74.4125,70.61000000000001,73.55211378908044
2015-05-30,75.0,74.48,74.2775,75.14000000000001,71.9825,74.45793943966817
2015-05-31,76.5,73.895,60.80375000000001,75.89375000000003,71.560625,69.57746921797467
2015-06-01,79.0,64.0625,51.45500000000001,75.26750000000001,63.26375,62.85093990970178
2015-06-02,75.5,54.995,57.5525,67.5875,57.7175,60.084761629537745
2015-06-03,59.0,58.0325,62.43125000000001,60.3725,63.17937499999999,60.59132197520717
2015-06-04,58.5,59.27,68.51375,61.27625,66.75125,63.594488295398065
2015-06-05,60.5,60.215,72.13624999999998,65.09,70.8125,66.49714783904543
2015-06-06,63.0,66.08749999999999,66.00125,70.9625,68.365625,67.39516087062462
2015-06-07,70.0,63.5225,69.7175,69.52625,70.75625,68.0069179087163
2015-06-08,65.0,70.25,71.97874999999998,72.60875000000001,72.820625,71.49982630751705
2015-06-09,72.0,75.5375,67.04375000000002,74.87375,69.209375,71.78082770326395
2015-06-10,76.5,74.255,74.58125000000003,73.83875,69.839375,74.0834837370132
2015-06-11,72.0,79.38499999999998,75.44375,77.9,73.40562500000001,76.98005692648367
2015-06-12,78.5,82.1525,75.60499999999998,80.13874999999999,76.28,78.77017681252964
2015-06-13,82.5,80.6225,72.00875000000002,81.45875,73.97375,77.37092772071226
2015-06-14,81.0,76.7525,75.79249999999998,78.695,76.206875,77.0197169818147
2015-06-15,80.5,75.6275,76.16750000000002,82.0625,76.23500000000001,77.73185674010566
2015-06-16,81.0,75.245,74.36375000000002,83.10874999999999,74.6825,77.17191735420604
2015-06-17,82.5,72.5675,68.175,77.785,74.51,72.76650576762823
2015-06-18,75.0,67.01,73.81625,76.9025,75.171875,72.85839363374463
2015-06-19,74.0,76.1225,68.9375,79.445,72.39875,74.10299105618378
2015-06-20,78.0,72.3875,69.785,78.93125,73.73750000000003,73.43284751368097
2015-06-21,78.5,79.67750000000002,74.76875000000003,81.21125,76.161875,78.05433632693965
2015-06-22,80.5,81.3875,76.115,81.54875,76.46562500000002,79.19316684058107
2015-06-23,80.5,80.6225,76.8575,83.86250000000003,76.78625,79.88993654263741
2015-06-24,82.0,76.73,69.68,77.87,71.875625,74.33780753405657
2015-06-25,74.0,74.2775,67.38875,77.2175,70.78437500000003,72.33354056496042
